cluster_id,confidence,Id,source,organization_id,organization_name,organization_alternate_name,organization_description,organization_email,organization_phone,organization_url,organization_tax_status,organization_tax_id,organization_year_incorporated,organization_legal_status,organization_latitude,organization_longitude,organization_street,organization_city,organization_state,organization_zip,organization_county,service_id,service_type,service_subtype,service_facility_usage_subcode,program_id,service_name,service_alternate_name,service_description,service_url,service_email,service_phone,service_status,service_interpretation_services,service_application_process,service_wait_time,service_fees,service_accreditations,service_licenses,taxonomy_ids,service_latitude,service_longitude,service_street,service_city,service_state,service_zip,service_county
29,0.96744805574417114,430,IRMA,457,Hialeah Senior High School,,,,3054685900,,,,,,25.8657069,-80.2754179,"251 East 47th Street, Hialeah, FL, United States",Hialeah,Florida,33013,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
41,0.95412,431,IRMA,58,Hidden Oaks Middle School,,,,badphone,,,,,,27.162593,-80.292021,"2801 SW Martin Hwy, Palm City, FL 34990, USA",Palm City,,34990,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
27,0.962102,432,IRMA,1189,High Falls Group Shelter,,,,badphone,,,,,,33.1789609,-84.0196571,"76 High Falls Park Dr, Jackson, GA 30233, USA",Jackson,,30233,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
78,0.34196780622005463,434,IRMA,620,High Springs Community School,,,,3522646557,,,,,,29.834401,-82.590418,"1015 N Main St, High Springs, FL 32643, USA",High Springs,,32643,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
14,0.62691546479860949,436,IRMA,162,Highlands Elementary,,,,4076655102,,,,,,28.7165191,-81.319863,1600 Shepard Rd,Winter Springs,,32708,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
42,0.988666,439,IRMA,695,Hillard Elementary School,,,,badphone,,,,,,30.6939765,-81.9317865,"27568 Ohio St, Hilliard, FL 32046, USA",Hilliard,Florida,32046,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
42,0.988666,440,IRMA,696,"Hilliard Middle - Senior High School (special needs, pet friendly)",,,,badphone,,,,,,30.687846,-81.9266103,"1 Flashes Ave, Hilliard, FL 32046, USA",Hilliard,Florida,32046,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
17,0.336733,451,IRMA,832,Horizon Middle School,,,,4077420000,,,,,,28.243651,-81.464685,"2020 Ham Brown Rd, Kissimmee, FL 34746, USA",Kissimmee,,34746,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
62,0.965448,465,IRMA,66,Indiantown Middle School,,,,badphone,,,,,,27.021734,-80.4774707,"16303 SW Farm Rd Indiantown, FL 34956",Indiantown,,34956,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
12,0.93984901905059814,483,IRMA,156,John Evans Elementary,,,,4076655102,,,,,,28.6417104,-81.2079478,100 E Chapman Rd,Oviedo,,32765,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
30,0.47677067667245865,490,IRMA,459,Jorge Mas Canosa Middle School,,,,3054685900,,,,,,25.634073,-80.448483,"15735 SW 144th St, Miami, FL, United States",Miami,Florida,33196,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
16,0.961083,495,IRMA,1139,June Ates Arena,,,,badphone,,,,,,30.6360883,-86.9726264,"8604 Bobby Brown Rd, Milton, FL 32583, USA",Milton,,32583,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
78,0.32051943987607956,497,IRMA,621,Kanapaha Middle School,,,,3522646557,,,,,,29.607088,-82.4202348,"5005 SW 75th St, Gainesville, FL 32608, USA",Gainesville,,32608,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
60,0.40520224968592322,502,IRMA,440,Key West High School,,,,3052896018,,,,,,24.5548366,-81.7769291,"2100 Flagler Avenue, Key West, FL, United States",Key West,Florida,33040,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
81,0.43933590253194177,503,IRMA,484,Keystone Heights Junior/Senior High School,,,,9042847703,,,,,,29.779401,-82.0414311,"900 Orchid Ave, Keystone Heights, FL 32656, United States",Keystone Heights,Florida,32656,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
85,0.51098,508,IRMA,1150,Kissimmee Middle School,,,,4078700857,,,,,,28.3167167,-81.4377681,"2410 Dyer Blvd, Kissimmee, FL 34741, USA",Kissimmee,,34741,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
45,0.46286384264628089,509,IRMA,880,Knights Elementary School,,,,8132725900,,,,,,28.074487,-82.155569,"4815 Keene Rd, Plant City, FL 33565, USA",Plant City,,33565,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
68,0.30998760461807251,513,IRMA,691,LAKE WEIR HIGH SCHOOL,,,,3527328181,,,,,,29.078562,-81.977758,"10351 SE Maricamp Rd, Ocala, FL 34472, USA",Ocala,Florida,34472,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
64,0.97110280394554138,516,IRMA,520,LaBelle High School,,,,8636745410,,,,,,26.7493038,-81.3994122,"4050 E Cowboy Way, LaBelle, FL, United States",LaBelle,Florida,33935,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
2,0.95226,517,IRMA,573,LaBelle Middle School,,,,badphone,,,,,,26.7468758,-81.452181,"800 E Cowboy Way, LaBelle, FL, United States",LaBelle,Florida,33935,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
5,0.971587,521,IRMA,676,Lafayette High School,,,,badphone,,,,,,30.0541726,-83.1681632,"160 NE Hornet Ln, Mayo, FL 32066, USA",Mayo,Florida,32066,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
81,0.53864634037017822,522,IRMA,485,Lake Asbury Junior High,,,,9042847703,,,,,,30.0442145,-81.8053656,"2851 Sandridge Rd, Green Cove Springs, FL, United States",Green Cove Springs,Florida,32043,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
11,0.42585301399230957,524,IRMA,167,Lake Brantley High,,,,4076655102,,,,,,28.6818826,-81.424772,991 Sand Lake Rd,Altamonte Springs,,32714,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
10,0.97417762875556946,531,IRMA,169,Lake Mary High,,,,4076655102,,,,,,28.7368518,-81.3387954,655 Longwood Lake Mary Rd,Lake Mary,,32746,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
30,0.43288052082061768,537,IRMA,460,Lake Stevens Middle School,,,,3054685900,,,,,,25.9411941,-80.2823419,"18484 NW 48th Pl, Opa-locka, FL, United States",Opa-locka,Florida,33055,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
56,0.40175542235374451,543,IRMA,237,Lakewood Park Elementary School,,,,7724604357,,,,,,27.522878,-80.403709,"7800 Indrio Road, Fort Pierce, FL, United States",Fort Pierce,Florida,34951,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
16,0.961083,546,IRMA,769,Large Animal Shelter,,,,badphone,,,,,,30.6362791,-86.9696488,"8690 Bobby Brown Rd, Milton, FL 32583, USA",Milton,,32583,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
73,0.35740437507629397,550,IRMA,473,Lawton Chiles High School,,,,8506063700,,,,,,30.572231,-84.210957,7200 Lawton Chiles Ln,Tallahassee,Florida (FL),32312,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
13,0.97143280506134033,551,IRMA,172,Lawton Chiles Middle School,,,,4076655102,,,,,,28.653045,-81.1571357,1240 Sanctuary Dr,Oviedo,,32766,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
14,0.64914853374163317,552,IRMA,176,Layer Elementary,,,,4076655102,,,,,,28.7065913,-81.2959808,4201 FL-419,Winter Springs,,32708,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
7,0.39315921068191528,558,IRMA,819,Leesburg High School,,,,3522539999,,,,,,28.806964,-81.892405,"1401 Yellow Jacket Way, Leesburg, FL 34748, USA",Leesburg,,34748,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
73,0.42550971508026125,563,IRMA,967,Leon High School,,,,8506063700,,,,,,30.446011,-84.2739,"550 E Tennessee St, Tallahassee, FL 32308, USA",Tallahassee,,32308,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
47,0.980384,567,IRMA,46,Liberty Elementary School,,,,badphone,,,,,,27.022012,-82.112176,"370 Atwater Street, Port Charlotte, FL 33954",Port Charlotte,,33954,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
65,0.981711,569,IRMA,812,Liberty Magnet School,,,,badphone,,,,,,27.7425284,-80.4664387,"6850 81st St, Vero Beach, FL 32967, USA",Vero Beach,,32967,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
28,0.40717577934265137,574,IRMA,461,Linda Lentin K-8 Center,,,,3054685900,,,,,,25.9070538,-80.1944247,"14312 NE 2nd Ct, Miami, FL, United States",Miami,Florida,33161,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
52,0.76817849278450012,583,IRMA,239,Longleaf Elementary School,,,,7277740800,,,,,,28.2074913,-82.6468071,3253 Town Ave.,New Port Richey,,34655,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
11,0.42585301399230957,586,IRMA,296,Lyman High,,,,4076655102,,,,,,28.6878696,-81.3470722,865 S Ronald Reagan Blvd,Longwood,,32750,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
57,0.95831602811813354,587,IRMA,345,Lyons Creek Middle School,,,,badphone,,,,,,26.310858,-80.18162,4333 Sol Press Blvd,Coconut Creek,,33073,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
66,0.951542,588,IRMA,490,Macclenny Elementary School,,,,9042596111,,,,,,30.2979787,-82.1295453,"1 Wild Kitten Drive, Macclenny, FL, United States",Macclenny,Florida,32063,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
9,0.228858,597,IRMA,120,Mainland High School,,,,3862584665,,,,,,29.1981082,-81.0525797,1255 W International Speedway Blvd,Daytona Beach,,32114,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
21,0.4971010684967041,600,IRMA,409,Mandarin Middle School,,,,9046302489,,,,,,30.187077,-81.588155,5100 Hood Road,Jacksonville,,32257,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
60,0.44746772448221839,604,IRMA,438,Marathon High School,,,,3052896018,,,,,,24.7036715,-81.0778188,"350 Sombrero Beach Rd, Marathon, FL 33050, USA",Marathon,Florida,33050,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
10,0.96419128775596619,607,IRMA,374,Markham Woods Middle School,,,,4076655102,,,,,,28.7850628,-81.3851067,6003 Markham Woods Rd,Lake Mary,,32746,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
45,0.44125722646713261,608,IRMA,888,Marshall Middle School,,,,8132725900,,,,,,28.0165364,-82.1076793,"18 S Maryland Ave, Plant City, FL 33563, USA",Plant City,,33563,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
74,0.97795501351356506,615,IRMA,796,Maynard Baptist Church,,,,badphone,,,,,,33.0433011,-83.9075821,"1195 Juliette Rd, Forsyth, GA 31029, USA",Forsyth,,31029,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
78,0.46306370198726654,622,IRMA,622,Meadowbrook Elementary School,,,,3522646557,,,,,,29.6877813,-82.4623832,"11525 NW 39th Ave, Gainesville, FL 32606, USA",Gainesville,,32606,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
34,0.37956652045249939,626,IRMA,536,Memorial Middle School,,,,4078369140,,,,,,28.5113877,-81.4062621,"2220 29th St, Orlando, FL 32805, USA",Orlando,,32805,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
32,0.36804643273353577,628,IRMA,377,Miami Carol City Senior,,,,3054685900,,,,,,25.9423749,-80.257126,3301 Miami Gardens Dr,Miami Gardens,Florida,33056,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
32,0.41372123029496932,629,IRMA,13,Miami Central Senior,,,,3054685900,,,,,,25.8634081,-80.2283014,"1781 Northwest 95th Street, Miami, FL, United States",Miami Gardens,Florida,33056,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
32,0.39216096864806282,630,IRMA,462,Miami Edison Senior High,,,,3054685900,,,,,,25.8316957,-80.2047388,"6161 NW 5th Ct, Miami, FL, United States",Miami,Florida,33127,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
32,0.40126683645778227,632,IRMA,463,Miami Killian Senior High,,,,3054685900,,,,,,25.670241,-80.3496469,10655 SW 97th Ave,Miami,Florida,33176,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
32,0.21107209391064119,633,IRMA,464,Miami Lakes Educational Center,,,,3054685900,,,,,,25.9151978,-80.2949135,5780 NW 158th St,Miami Lakes,Florida,33014,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
32,0.40796829594506157,634,IRMA,465,Miami Norland Senior High,,,,3054685900,,,,,,25.9527375,-80.2191212,"1050 NW 195th St, Miami Gardens, FL, United States",Miami Gardens,Florida,33169,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
32,0.38079222374492216,635,IRMA,466,Miami Northwestern Senior High,,,,3054685900,,,,,,25.8384837,-80.2139567,"1100 Northwest 71st Street, Miami, FL, United States",Miami,Florida,33150,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
14,0.47162776192029321,638,IRMA,286,Midway Elementary,,,,4076655102,,,,,,28.7885923,-81.2428488,2368 Brisson Ave,Sanford,,32771,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
50,0.97858864068984985,639,IRMA,419,Mill Creek Elementary,,,,9048245550,,,,,,29.9657292,-81.4906499,3750 International Golf Pkwy,Saint Augustine,,32092,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
57,0.95568400621414185,646,IRMA,341,Monarch High School,,,,badphone,,,,,,26.2850312,-80.1930329,5050 Wiles Rd,Coconut Creek,,33073,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
82,0.96453019976615906,648,IRMA,228,Moore Haven Elementary School,,,,badphone,,,,,,26.831643,-81.099415,"401 Terrier Pride Dr SW, Moore Haven, FL 33471",Moore Haven,,33471,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
56,0.39874947816133499,651,IRMA,269,Morningside Elementary School,,,,7724604357,,,,,,27.273416,-80.294472,"2300 SE Gowin Dr, Port St Lucie, FL 34952",Port St. Lucie,,34952,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
36,0.96437618136405945,652,IRMA,908,Moton Elementary,,,,3527544083,,,,,,28.5333379,-82.3773634,"7175 Emerson Rd, Brooksville, FL 34601, USA",Brooksville,,34601,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
45,0.44868861436843877,658,IRMA,887,Mulrennan Middle School,,,,8132725900,,,,,,27.906634,-82.229507,"4215 Durant Rd, Valrico, FL 33596, USA",Valrico,,33596,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
2,0.95226,659,IRMA,231,Muse Community Center,,,,badphone,,,,,,26.827511,-81.514756," Loblolly Bay Rd SW, LaBelle, FL 33935",LaBelle,,33935,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
15,0.991787,662,IRMA,247,N. Fort Myers Academy of the Arts,,,,2399972131,,,,,,26.7082863,-81.8840271," 1856 Arts Way, North Fort Myers, FL 33917",North Fort Myers,,33917,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
85,0.51098,665,IRMA,142,Narcoossee Middle School,,,,4078700857,,,,,,28.327641,-81.235803,"2700 N Narcoossee Rd, St Cloud, FL 34771, USA",Saint Cloud,,34771,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
35,0.96646368503570557,666,IRMA,804,Nature Coast Technical High School,,,,3527544083,,,,,,28.4881535,-82.4635458,"4057 California St, Spring Hill, FL 34604, USA",Spring Hill,,34604,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
45,0.50269865989685059,667,IRMA,868,Nelson Elementary School,,,,8132725900,,,,,,27.9071492,-82.2042581,"5413 Durant Rd, Dover, FL 33527, USA",Dover,,33527,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
74,0.97407299280166626,668,IRMA,791,New Beginning Pentecostal Church,,,,badphone,,,,,,33.0549491,-83.8893794,"1883 Juliette Rd, Forsyth, GA 31029, USA",Forsyth,,31029,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
5,0.971587,673,IRMA,677,New Hope Baptist Church of Lafayette,,,,badphone,,,,,,30.0850481,-83.172348,"1370 FL-51, Mayo, FL 32066, USA",Mayo,Florida,32066,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
18,0.97197839617729187,676,IRMA,546,New Life Church,,,,badphone,,,,,,31.2478159,-82.3192578,"2191 Golf Course Rd, Blackshear, GA 31516, USA",Blackshear,,31516,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
74,0.9795205295085907,677,IRMA,790,New Providence Baptist Church,,,,badphone,,,,,,33.0471324,-84.017304,"2560 US-41, Forsyth, GA 31029, USA",Forsyth,,31029,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
33,0.358396,679,IRMA,283,New River Elementary School,,,,8133460500,,,,,,28.2262197,-82.2752151,4710 River Glen Blvd.,Wesley Chapel,,33545,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
45,0.39820482333501184,684,IRMA,925,Newsome High School,,,,8132725900,,,,,,27.857981,-82.2073489,"16510 Fishhawk Blvd, Lithia, FL 33547, USA",Lithia,,33547,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
15,0.991787,689,IRMA,596,North Fort Myers Academy for the Arts,,,,2399972131,,,,,,26.7083039,-81.8818107,"1856 Arts Way, North Fort Myers, FL 33917, USA",North Fort Myers,,33917,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
40,0.98697,691,IRMA,1002,North Macon Park Community Center,,,,4784778526,,,,,,32.8877738,-83.6820077,"815 N Macon Park Dr, Macon, GA 31210, USA",Macon,,31210,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
68,0.356911301612854,692,IRMA,688,North Marion Middle School,,,,3527328181,,,,,,29.339032,-82.1113139,"2085 E Hwy 329, Citra, FL 32113, USA",Citra,Florida,32113,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
32,0.36501287751727629,693,IRMA,11,North Miami Beach Senior,,,,3054685900,,,,,,25.9298775,-80.1753884,1247 Northeast 167th Street,Miami,Florida,33162,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
32,0.23889263802104521,694,IRMA,467,North Miami Middle,,,,3054685900,,,,,,25.9283329,-80.1860539,"700 NE 167th St, Miami, FL, United States",Miami,Florida,33162,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
56,0.39529673010110855,703,IRMA,248,Oak Hammock K-8 School,,,,7724604357,,,,,,27.2792588,-80.3844564,"1251 SW California Blvd, Port St. Lucie, FL, United States",Port St. Lucie,Florida,34953,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
76,0.9609752893447876,709,IRMA,623,Oak View Middle School,,,,3522646557,,,,,,29.6367955,-82.6056325,"1203 SW 250 St, Newberry, FL 32669, USA",Newberry,,32669,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
53,0.182627,712,IRMA,839,Oakstead Elementary School 	,,,,8133461500,,,,,,28.2136876,-82.4875437,"19925 Lake Patience Rd, Land O Lakes, FL 34638, USA",Land O' Lakes,,34638,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
20,0.98671233654022217,715,IRMA,410,Oceanway Elementary,,,,9046302489,,,,,,30.46854,-81.626029,1255 Gillespie Ave,Jacksonville,,32218,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
20,0.98671233654022217,716,IRMA,418,Oceanway Middle,,,,9046302489,,,,,,30.467231,-81.631171,143 Oceanway Ave,Jacksonville,,32218,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
46,0.98164635896682739,718,IRMA,960,Ocilla Baptist Church,,,,badphone,,,,,,31.5955943,-83.2504762,"201 N Irwin Ave, Ocilla, GA 31774, USA",Ocilla,,31774,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
46,0.98099517822265625,719,IRMA,961,Ocilla Church of God,,,,badphone,,,,,,31.621671,-83.2510483,"302 Fitzgerald Hwy, Ocilla, GA 31774, USA",Ocilla,,31774,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
46,0.98544144630432129,720,IRMA,962,Ocilla United Methodist Church,,,,badphone,,,,,,31.5939991,-83.2520771,"101 S Beech St, Ocilla, GA 31774, USA",Ocilla,,31774,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
34,0.35268549124399817,723,IRMA,537,Odyssey Middle School,,,,4078369140,,,,,,28.474477,-81.257288,"9290 Lee Vista Blvd, Orlando, FL 32829, USA",Orlando,,32829,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
83,0.995042,724,IRMA,1240,Office of Emergency Management,,,,3867926647,,,,,,,,,,,32052,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
83,0.995042,725,IRMA,1239,Office of Emergency Management,,,,3867926647,,,,,,,,,,,32052,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
54,0.548315,735,IRMA,586,Oneco Elementary School,,,,9417484501,,,,,,27.44843,-82.5367946,"5214 22nd St Ct E, Bradenton, FL 34203, USA",Bradenton,,34203,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
81,0.34941516319910682,736,IRMA,481,Orange Park High School,,,,9042847703,,,,,,30.1637806,-81.7463136,"2300 Kingsley Ave, Orange Park, FL 32073, United States",Orange Park,Florida,32073,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
59,0.0014361,738,IRMA,8,Ormond Beach Middle School,,,,3862584667,,,,,,29.3084776,-81.0709944,151 Domicilio Ave,Ormond Beach,,32174,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
82,0.95660513639450073,739,IRMA,233,Ortona Community Center,,,,badphone,,,,,,26.829241,-81.310972,"2130 Ortona Locks Rd, Moore Haven, FL 33471",Moore Haven,,33471,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
12,0.96439072489738464,746,IRMA,288,Oviedo High School,,,,4076655102,,,,,,28.6707085,-81.2199927,601 King St,Oviedo,,32765,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
50,0.96583020687103271,748,IRMA,423,Pacetti Bay Middle School (Special Needs),,,,9048245550,,,,,,29.945152,-81.502987,245 Meadowlark Ln.,Saint Augustine,,32092,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
56,0.47239232808351517,760,IRMA,243,Parkway Elementary School,,,,7724604357,,,,,,27.347743,-80.370097,"7000 NW Selvitz Rd, Port St. Lucie, FL, United States",Port St. Lucie,Florida,34983,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
59,0.0014361,763,IRMA,51,Pathways Elementary School,,,,3862584671,,,,,,29.27223,-81.135127,2100 Airport Rd,Ormond Beach,,32174,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
51,0.39701855182647705,767,IRMA,425,Pedro Menendez High School,,,,9048245550,,,,,,29.757608,-81.332646,600 SR 206 West,Saint Augustine,,32086,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
48,0.44887874523798621,782,IRMA,396,Pizzo Elementary School,,,,8132747700,,,,,,28.055769,-82.404466,"11701 USF Bull Run Drive, Tampa, FL 33617",Tampa,,33617,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
72,0.973312,791,IRMA,63,Port Salerno Elementary School,,,,badphone,,,,,,27.146495,-80.207121,"3260 SE Lionel Terrace, Stuart, FL 34997, USA",Stuart,,34997,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
73,0.30719565153121953,800,IRMA,965,R. Frank Nims Middle School,,,,8506063700,,,,,,30.412486,-84.295105,"723 W Orange Ave, Tallahassee, FL 32310, USA",Tallahassee,,32310,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
78,0.41819499433040619,804,IRMA,626,Rawlings Elementary School,,,,3522646557,,,,,,29.6843393,-82.3072533,"3500 NE 15th St, Gainesville, FL 32609, USA",Gainesville,,32609,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
45,0.43811387221018472,809,IRMA,864,Reddick Elementary School,,,,8132725900,,,,,,27.717833,-82.320626,"325 W Lake Dr, Wimauma, FL 33598, USA",Wimauma,,33598,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
26,0.992621,815,IRMA,572,Renainssance Center,,,,3525274567,,,,,,28.8199606,-82.4919601,"3630 W Educational Path, Lecanto, FL, United States",Lecanto,Florida,34461,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
26,0.992621,816,IRMA,1244,Renaissance Center Special Needs,,,,3525274567,,,,,,28.8199606,-82.4919601,"3630 W Educational Path, Lecanto, FL 34461, USA",Lecanto,,34461,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
44,0.206411,827,IRMA,189,River Springs Middle School,,,,3869680011,,,,,,28.9400888,-81.3118857,900 W Ohio Ave,Orange City,,32763,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
32,0.32476849688424003,830,IRMA,31,Robert Morgan Senior High,,,,3054685900,,,,,,25.5998343,-80.3905182,"18180 Southwest 122nd Avenue, Miami, FL, United States",Miami,Florida,33177,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
30,0.36363621801137924,841,IRMA,468,Ruben Dario Middle,,,,3054685900,,,,,,25.7717214,-80.3544789,"350 NW 97th Ave, Miami, FL, United States",Miami,Florida,33172,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
69,0.211968,845,IRMA,347,Sabal Palm Elementary School,,,,2393778200,,,,,,26.2650582,-81.5280737,"4095 18th Ave NE, Naples, FL 34120",Naples,,34120,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
55,0.94781675934791565,853,IRMA,240,Samuel S. Gaines Academy,,,,7724604357,,,,,,27.4245385,-80.3806307,"2250 S Jenkins Rd, Fort Pierce, FL 34947, USA",Fort Pierce,,34947,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
78,0.34953390061855316,857,IRMA,652,Santa Fe High School,,,,3522646557,,,,,,29.8072641,-82.5244023,"16213 NW US Hwy 441, Alachua, FL 32615, USA",Alachua,Florida,32615,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
52,0.53807881474494934,859,IRMA,229,Schrader Elementary School,,,,7277740800,,,,,,28.3180976,-82.6659278,"11041 Little Rd, Port Richey, FL, United States",New Port Richey,Florida,34668,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
48,0.39186816745334196,871,IRMA,398,Sessums Elementary School,,,,8132747700,,,,,,27.83392,-82.320142,"11525 Ramble Creek Dr, Riverview, FL 33569, United States",Riverview,Florida,33569,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
78,0.40775936096906662,874,IRMA,634,Shell Elementary School,,,,3522646557,,,,,,29.5937994,-82.0910571,"21633 65th Ave, Hawthorne, FL 32640, USA",Hawthorne,,32640,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
30,0.45448876917362213,875,IRMA,469,Shenandoah Middle,,,,3054685900,,,,,,25.753671,-80.227193,1950 Southwest 19th Street,Miami,Florida,33145,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
48,0.40480868683920967,878,IRMA,395,Shields Middle School,,,,8132747700,,,,,,27.740081,-82.369909,"15732 Beth Shields Way, Ruskin, FL 33573",Ruskin,,33573,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
48,0.33738774061203003,885,IRMA,401,"Smith, Sgt. Paul Middle School",,,,8132747700,,,,,,28.0762373,-82.5734835,"14303 Citrus Pointe Dr, Tampa, FL 33625, United States",Tampa,Florida,33625,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
