Cluster ID,confidence_score,Id,Source,organization_id,organization_name,organization_alternate_name,organization_description,organization_email,organization_phone,organization_url,organization_tax_status,organization_tax_id,organization_year_incorporated,organization_legal_status,organization_latitude,organization_longitude,organization_street,organization_city,organization_state,organization_zip,organization_county,service_id,service_type,service_subtype,service_facility_usage_subcode,program_id,service_name,service_alternate_name,service_description,service_url,service_email,service_phone,service_status,service_interpretation_services,service_application_process,service_wait_time,service_fees,service_accreditations,service_licenses,taxonomy_ids,service_latitude,service_longitude,service_street,service_city,service_state,service_zip,service_county,canonical_organization_phone,canonical_service_name,canonical_organization_tax_id,canonical_service_wait_time,canonical_service_accreditations,canonical_Source,canonical_service_status,canonical_service_facility_usage_subcode,canonical_organization_description,canonical_service_application_process,canonical_service_subtype,canonical_taxonomy_ids,canonical_service_email,canonical_service_latitude,canonical_organization_tax_status,canonical_organization_name,canonical_organization_longitude,canonical_service_url,canonical_service_interpretation_services,canonical_service_type,canonical_organization_url,canonical_service_licenses,canonical_organization_county,canonical_organization_street,canonical_service_city,canonical_organization_alternate_name,canonical_program_id,canonical_organization_id,canonical_service_description,canonical_service_longitude,canonical_service_street,canonical_organization_legal_status,canonical_service_phone,canonical_organization_latitude,canonical_organization_year_incorporated,canonical_service_county,canonical_organization_email,canonical_service_fees,canonical_service_zip,canonical_organization_city,canonical_organization_zip,canonical_service_id,canonical_service_alternate_name,canonical_Id,canonical_service_state,canonical_organization_state 
526,,529,IRMA,558,Lake Marion Creek Middle,,,,8634012234,,,,,,28.0658456,-81.5110935,"3055 Lake Marion Creek Dr, Kissimmee, FL 34759, USA",Kissimmee,,34759,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,,530,IRMA,1031,Lake Marion High School,,,,8038549213,,,,,,33.4479201,-80.5149547,"3656 Tee Vee Rd, Santee, SC 29142, USA",Santee,,29142,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,0.6672993004322052,531,IRMA,169,Lake Mary High,,,,4076655102,,,,,,28.7368518,-81.3387954,655 Longwood Lake Mary Rd,Lake Mary,,32746,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,4076655102,shelters,,,,irma,,,,,,,,,,lake mary high,-81.3476914,,,,,,,231 rinehart rd,,,,139,,,,,,28.7617248,,,,,,lake mary,32746,,,219,,
528,,532,IRMA,1037,Lake Panasoffkee Recreation Center,,,,3526894400,,,,,,28.7750749,-82.1300321,"1589 Co Rd 459, Lake Panasoffkee, FL 33538, USA",Lake Panasoffkee,,33538,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,,533,IRMA,82,Lake Placid High School,,,,8636995010,,,,,,27.2937198,-81.3747316,202 Green Dragon Dr,Lake Placid,,33852,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,,534,IRMA,1117,Lake Point State Park,,,,8005445253,,,,,,31.9867511,-85.1082326,"104 Old Hwy 165, Eufaula, AL 36027, USA",Eufaula,,36027,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,,535,IRMA,554,Lake Region High School,,,,8632973099,,,,,,27.980082,-81.74679,"1995 Thunder Rd, Eagle Lake, FL 33839, USA",Eagle Lake,,33839,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,,536,IRMA,262,Lake Shore Middle School,,,,5618291100,,,,,,26.6901726,-80.6729059,425 W Canal St N,Belle Glade,,33430,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,,537,IRMA,460,Lake Stevens Middle School ,,,,3054685900,,,,,,25.9411941,-80.2823419,"18484 NW 48th Pl, Opa-locka, FL, United States",Opa-locka,Florida,33055,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,,538,IRMA,1035,Lake Sumter State College,,,,3526894400,,,,,,28.7391046,-82.0667566,"1405 County Rd 526 E, Sumterville, FL 33585, USA",Sumterville,,33585,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,,539,IRMA,306,Lake Trafford Elementary School,,,,2393777300,,,,,,26.4345808,-81.4622027,"3500 Lake Trafford Rd, Immokalee, FL 34142",Immokalee,,34142,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,,540,IRMA,953,Lakeside Church,,,,4785591127,,,,,,32.2182995,-83.2180563,"1417 Eastman Cochran Hwy, Eastman, GA 31023, USA",Eastman,,31023,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,,541,IRMA,829,Lakeside Elementary,,,,7543236400,,,,,,26.0135192,-80.3312987,"900 NW 136th Ave, Pembroke Pines, FL 33028, USA",Pembroke Pines,,33028,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,,542,IRMA,1024,Lakeview Middle School,,,,badphone,,,,,,28.564501,-81.602413,"1200 W Bay St, Winter Garden, FL 34787, USA",Winter Garden,,34787,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,,543,IRMA,237,Lakewood Park Elementary School,,,,7724604357,,,,,,27.522878,-80.403709,"7800 Indrio Road, Fort Pierce, FL, United States",Fort Pierce,Florida,34951,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,,544,IRMA,1167,Lakewood Ranch High School,,,,badphone,,,,,,27.4414087,-82.4350106,"Lakewood Ranch High School Rd, Bradenton, FL 34211, USA",Bradenton,,34211,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,,545,IRMA,1104,Lanier County Elementary ,,,,badphone,,,,,,31.0410128,-83.0752868,"92 S Valdosta Rd, Lakeland, GA 31635, USA",Lakeland,,31635,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,,546,IRMA,769,Large Animal Shelter,,,,badphone,,,,,,30.6362791,-86.9696488,"8690 Bobby Brown Rd, Milton, FL 32583, USA",Milton,,32583,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,,547,IRMA,346,Largo High School,,,,7275883758,,,,,,27.9199545,-82.7877002,410 Missouri Ave. N.,Largo,,33770,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,,548,IRMA,330,Laurel Oak Elementary School,,,,2393777400,,,,,,26.2701195,-81.7121621,"7800 Immokalee Rd, Naples, FL 34119",Naples,,34119,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,,549,IRMA,743,Lawtey Community School,,,,9047823639,,,,,,30.0463272,-82.072123,"22703 Park St, Lawtey, FL 32058, USA",Lawtey,,32058,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0.0900408,550,IRMA,473,Lawton Chiles High School,,,,8506063700,,,,,,30.572231,-84.210957,7200 Lawton Chiles Ln,Tallahassee,Florida (FL),32312,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,8506063700,shelters,,,,irma,,,,,,,,,,lawton chiles high school,-84.210957,,,,,,,7200 lawton chiles ln,,,,473,,,,,,30.572231,,,,,,tallahassee,32312,,,550,,florida (fl)
50,0.62329566478729248,551,IRMA,172,Lawton Chiles Middle School,,,,4076655102,,,,,,28.653045,-81.1571357,1240 Sanctuary Dr,Oviedo,,32766,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,4076655102,shelters,,,,irma,,,,,,,,,,lawton chiles middle school,-81.1571357,,,,,,,1240 sanctuary dr,,,,172,,,,,,28.653045,,,,,,oviedo,32766,,,551,,
53,0.64484444260597229,552,IRMA,176,Layer Elementary,,,,4076655102,,,,,,28.7065913,-81.2959808,4201 FL-419,Winter Springs,,32708,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,4076655102,shelters,,,,irma,,,,,,,,,,layer elementary,-81.2679331,,,,,,,1600 shepard rd,,,,162,,,,,,28.7065913,,,,,,winter springs,32708,,,1068,,
546,,553,IRMA,336,Lealman Innovation Academy,,,,7275285802,,,,,,27.8167035,-82.67461,4900 28th St. N.,Saint Petersburg,,33714,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,,554,IRMA,824,Lebanon Baptist Church,,,,8286974768,,,,,,31.923341,-83.2895411,"Lebanon Rd, Abbeville, GA 31001, USA",Abbeville,,31001,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0.332588,555,IRMA,582,Lecanto Middle School,,,,3527462050,,,,,,28.8191453,-82.4963421,"3800 W Educational Path, Lecanto, FL, United States",Lecanto,Florida,34461,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,3527462050,shelters,,,,irma,,,,,,,,,,lecanto middle school,-82.4963421,,,,,,,"3800 w educational path, lecanto, fl, united states",,,,582,,,,,,28.8191453,,,,,,lecanto,34461,,,555,,florida
21,0.332588,556,IRMA,578,Lecanto Primary School,,,,3527462220,,,,,,28.8191116,-82.4959824,"3790 W Educational Path, Lecanto, FL, United States",Lecanto,Florida,34461,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,3527462050,shelters,,,,irma,,,,,,,,,,lecanto middle school,-82.4963421,,,,,,,"3800 w educational path, lecanto, fl, united states",,,,582,,,,,,28.8191453,,,,,,lecanto,34461,,,555,,florida
548,,557,IRMA,164,Leesburg Elementary School,,,,badphone,,,,,,28.8017389,-81.8993505,"2229 South St, Leesburg, FL 34748, USA",Leesburg,,34748,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,,558,IRMA,819,Leesburg High School,,,,3522539999,,,,,,28.806964,-81.892405,"1401 Yellow Jacket Way, Leesburg, FL 34748, USA",Leesburg,,34748,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,,559,IRMA,1158,Legacy Middle School,,,,4076585330,,,,,,28.5452965,-81.2181469,"11398 Lake Underhill Rd, Orlando, FL 32825, USA",Orlando,,32825,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,,560,IRMA,412,Legends Center,,,,9046302489,,,,,,30.396734,-81.724986, 5130 Soutel Drive,Jacksonville,,32208,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,,561,IRMA,293,Lely High School,,,,2393772000,,,,,,26.087076,-81.717601,"1 Lely High School Blvd, Naples, FL 34113, United States",Naples,Florida,34113,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,,562,IRMA,866,Lennard High School,,,,badphone,,,,,,-82.404165,27.723023,2342 Shell Point Road East,Ruskin,,,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0.0900408,563,IRMA,967,Leon High School,,,,8506063700,,,,,,30.446011,-84.2739,"550 E Tennessee St, Tallahassee, FL 32308, USA",Tallahassee,,32308,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,8506063700,shelters,,,,irma,,,,,,,,,,lawton chiles high school,-84.210957,,,,,,,7200 lawton chiles ln,,,,473,,,,,,30.572231,,,,,,tallahassee,32312,,,550,,florida (fl)
554,,564,IRMA,525,Leroy Rogers recreation Center,,,,2295566189,,,,,,31.456967,-83.5157496,"315 West 2nd Street, Tifton, GA, United States",Tifton,Georgia,31794,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,,565,IRMA,814,Levy County Animal Service (Pets only),,,,3524865138,,,,,,29.4348865,-82.5721263,"12055 NE 69th Ln, Bronson, FL 32621, USA",Bronson,,32621,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,,566,IRMA,922,Liberty Christian Fellowship,,,,9127725522,,,,,,32.334135,-81.3905983,"302 Church St, Guyton, GA 31312, USA",Guyton,,31312,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,0.116531,567,IRMA,46,Liberty Elementary School,,,,badphone,,,,,,27.022012,-82.112176,"370 Atwater Street, Port Charlotte, FL 33954",Port Charlotte,,33954,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,badphone,shelters,,,,irma,,,,,,,,,,liberty elementary school,-82.112176,,,,,,,"370 atwater street, port charlotte, fl 33954",,,,46,,,,,,27.022012,,,,,,port charlotte,33954,,,567,,
557,,568,IRMA,136,Liberty High School,,,,4079333910,,,,,,28.162445,-81.443463,"4250 Pleasant Hill Rd, Kissimmee, FL 34746, USA",Kissimmee,,34746,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,0.116531,569,IRMA,812,Liberty Magnet School,,,,badphone,,,,,,27.7425284,-80.4664387,"6850 81st St, Vero Beach, FL 32967, USA",Vero Beach,,32967,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,badphone,shelters,,,,irma,,,,,,,,,,liberty elementary school,-82.112176,,,,,,,"370 atwater street, port charlotte, fl 33954",,,,46,,,,,,27.022012,,,,,,port charlotte,33954,,,567,,
558,,570,IRMA,1087,Liberty Park Gymnasium,,,,badphone,,,,,,33.4372183,-82.206892,"1040 Newmantown Rd, Grovetown, GA 30813, USA",Grovetown,,30813,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,,571,IRMA,498,Liberty Square Church,,,,7703829489,,,,,,34.2144356,-84.7876734,"2001 Liberty Square Drive Northeast, Cartersville, GA, United States",Cartersville,Georgia,30121,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,,572,IRMA,1040,Life's Hope Church,,,,9123291200,,,,,,32.7521714,-81.6480083,"303 Mims Rd, Sylvania, GA 30467, USA",Sylvania,,30467,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,,573,IRMA,640,Lincoln High School,,,,8504872110,,,,,,30.4359527,-84.2118603,"3838 Trojan Trail, Tallahassee, FL 32311, USA",Tallahassee,,32311,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,,574,IRMA,461,Linda Lentin K-8 Center,,,,3054685900,,,,,,25.9070538,-80.1944247,"14312 NE 2nd Ct, Miami, FL, United States",Miami,Florida,33161,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,,575,IRMA,1201,Little Ocmulgee State Park & Lodge,,,,badphone,,,,,,32.091937,-82.8918219,"Spanish Moss Dr, Helena, GA 31037, USA",Helena,,31037,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,,576,IRMA,787,Livestock Shelter - 5 County Complex,,,,3348945596,,,,,,31.3781338,-85.9170568,"1055 E Mckinnon St, New Brockton, AL 36351, USA",New Brockton,,36351,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,,577,IRMA,778,Livestock Shelter - Alabama A&M Agribition Center,,,,2568595896,,,,,,34.7823795,-86.5386329,"4925 Moores Mill Rd, Huntsville, AL 35811, USA",Huntsville,,35811,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,,578,IRMA,789,Livestock Shelter - Pike County Cattlemen Park,,,,badphone,,,,,,31.8357813,-85.9912263,"US-231, Troy, AL, USA",Troy,,36081,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,,579,IRMA,513,Livestock Shelter :  The Georgia International Horse Park  ,,,,7708604190,,,,,,33.6902925,-83.9562668,"1996 Centennial Olympic Parkway Northeast, Conyers, GA, United States",Conyers,Georgia,30013,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,,580,IRMA,510,Livestock Shelter : Mountain Cove Farms ,,,,7065392683,,,,,,34.6337949,-85.4485127,"994 Dougherty Gap Road, Chickamauga, GA 30707, United States",Chickamauga,Georgia,30707,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,,581,IRMA,514,Livestock Shelter: Oconee Heritage Park,,,,badphone,,,,,,33.6284624,-83.4531959,"2380 Athens Hwy, Madison, GA, United States",Madison,Georgia,30650,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,,582,IRMA,759,Locust Grove Baptist Church,,,,7709579715,,,,,,33.3329383,-84.106447,"2950 Tanger Blvd, Locust Grove, GA 30248, USA",Locust Grove,,30248,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,0.89036500453948975,583,IRMA,239,Longleaf Elementary School ,,,,7277740800,,,,,,28.2074913,-82.6468071,3253 Town Ave. ,New Port Richey,,34655,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,7277740800,shelters,,,,irma,,,,,,,,,,longleaf elementary school,-82.6468071,,,,,,,3253 town ave.,,,,239,,,,,,28.2074913,,,,,,new port richey,34655,,,583,,florida
571,,584,IRMA,174,Lost Lake Elementary School,,,,badphone,,,,,,28.5246573,-81.7219171,"1901 Johns Lake Rd, Clermont, FL 34711, USA",Clermont,,34711,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,,585,IRMA,850,Loughman Oaks Elementary School,,,,badphone,,,,,,28.218958,-81.568249,"4600 US-17, Davenport, FL 33837, USA",Davenport,,33837,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,,586,IRMA,296,Lyman High,,,,4076655102,,,,,,28.6878696,-81.3470722,865 S Ronald Reagan Blvd,Longwood,,32750,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,,587,IRMA,345,Lyons Creek Middle School,,,,badphone,,,,,,26.310858,-80.18162,4333 Sol Press Blvd,Coconut Creek,,33073,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.375098,588,IRMA,490,Macclenny Elementary School,,,,9042596111,,,,,,30.2979787,-82.1295453,"1 Wild Kitten Drive, Macclenny, FL, United States",Macclenny,Florida,32063,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,9042596111,shelters,,,,irma,,,,,,,,,,ed fraser memorial hospital,-82.1189973,,,,,,,"159 north 3rd street, macclenny, fl 32063, united states",,,,491,,,,,,30.2850541,,,,,,macclenny,32063,,,278,,florida
575,,589,IRMA,754,Macdeonia Baptist Church (space for campsites),,,,badphone,,,,,,31.9726341,-84.533925,"5716 Macedonia Church Rd, Preston, GA 31824, USA",Preston,,31824,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,,590,IRMA,1062,Macedonia Missionary Baptist Church,,,,2295242818,,,,,,31.0422385,-84.8754723,"221 N Dowling Ave, Donalsonville, GA 39845, USA",Donalsonville,,39845,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,,591,IRMA,509,Macon State Farmers Market (animals only),,,,4787521097,,,,,,32.8165191,-83.6838588,"2055 Eisenhower Pkwy, Macon, GA, United States",Macon,Georgia,31206,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,,592,IRMA,595,Madison County Central School,,,,badphone,,,,,,30.478162,-83.4454903,"2093 US-90, Madison, FL 32340, USA",Madison,,32340,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,,593,IRMA,685,Madison Street Academy,,,,badphone,,,,,,29.1907692,-82.1513308,"401 NW Martin Luther King Jr Ave, Ocala, FL 34475, USA",Ocala,Florida,34475,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,,594,IRMA,592,Madison Street Baptist Church,,,,9049647557,,,,,,29.943451,-82.1200829,"900 W Madison St, Starke, FL 32091, USA",Starke,,32091,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,,595,IRMA,553,Magnolia Pet Resort,,,,2298881340,,,,,,31.6303068,-84.2341703,"628 Fussell Rd, Leesburg, GA 31763, USA",Leesburg,,31763,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,,596,IRMA,1092,Magnolia Springs State Park,,,,4789821660,,,,,,32.8833567,-81.954472,"1053 Magnolia Springs Rd, Millen, GA 30442, USA",Millen,,30442,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,,597,IRMA,120,Mainland High School,,,,3862584665,,,,,,29.1981082,-81.0525797,1255 W International Speedway Blvd,Daytona Beach,,32114,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,,598,IRMA,118,Manatee Elementary School,,,,3214330050,,,,,,28.263583,-80.743734,"3425 Viera Blvd, Melbourne, FL 32940",Melbourne,,32940,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,,599,IRMA,55,Manatee High School,,,,9417147300,,,,,,27.490857,-82.5968781,902 33rd St Ct W,Bradenton,,34205,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,,600,IRMA,409,Mandarin Middle School,,,,9046302489,,,,,,30.187077,-81.588155,5100 Hood Road,Jacksonville,,32257,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,,601,IRMA,1162,Manning High School,,,,8034354417,,,,,,33.6961583,-80.2296951,"2155 Paxville Hwy, Manning, SC 29102, USA",Manning,,29102,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,,602,IRMA,758,Manor Community Center,,,,9122836059,,,,,,31.1052809,-82.5747517,"4650 Manor Millwood Rd S, Manor, GA 31550, USA",Manor,,31550,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,,603,IRMA,212,Maple Grove Baptist Church,,,,8639462850,,,,,,26.992667,-81.08875,"12777 FL-78, Moore Haven, FL 33471",Moore Haven,,33471,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,,604,IRMA,438,Marathon High School ,,,,3052896018,,,,,,24.7036715,-81.0778188,"350 Sombrero Beach Rd, Marathon, FL 33050, USA",Marathon,Florida,33050,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,,605,IRMA,771,Marianna High School (Gen Pop and Special Needs),,,,8507180019,,,,,,30.8123337,-85.2009058,"3546 Caverns Rd, Marianna, FL 32446, USA",Marianna,,32446,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,,606,IRMA,821,Marie K Young-Wedgewood Community Center & Park,,,,8504716137,,,,,,30.4928037,-87.2714418,"6405 Wagner Rd, Pensacola, FL 32505, USA",Pensacola,,32505,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,0.53798529505729675,607,IRMA,374,Markham Woods Middle School,,,,4076655102,,,,,,28.7850628,-81.3851067,6003 Markham Woods Rd,Lake Mary,,32746,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,4076655102,shelters,,,,irma,,,,,,,,,,lake mary high,-81.3476914,,,,,,,231 rinehart rd,,,,139,,,,,,28.7617248,,,,,,lake mary,32746,,,219,,
