Cluster ID,confidence_score,Id,Source,organization_id,organization_name,organization_alternate_name,organization_description,organization_email,organization_phone,organization_url,organization_tax_status,organization_tax_id,organization_year_incorporated,organization_legal_status,organization_latitude,organization_longitude,organization_street,organization_city,organization_state,organization_zip,organization_county,service_id,service_type,service_subtype,service_facility_usage_subcode,program_id,service_name,service_alternate_name,service_description,service_url,service_email,service_phone,service_status,service_interpretation_services,service_application_process,service_wait_time,service_fees,service_accreditations,service_licenses,taxonomy_ids,service_latitude,service_longitude,service_street,service_city,service_state,service_zip,service_county,canonical_organization_phone,canonical_service_name,canonical_organization_tax_id,canonical_service_wait_time,canonical_service_accreditations,canonical_Source,canonical_service_status,canonical_service_facility_usage_subcode,canonical_organization_description,canonical_service_application_process,canonical_service_subtype,canonical_taxonomy_ids,canonical_service_email,canonical_service_latitude,canonical_organization_tax_status,canonical_organization_name,canonical_organization_longitude,canonical_service_url,canonical_service_interpretation_services,canonical_service_type,canonical_organization_url,canonical_service_licenses,canonical_organization_county,canonical_organization_street,canonical_service_city,canonical_organization_alternate_name,canonical_program_id,canonical_organization_id,canonical_service_description,canonical_service_longitude,canonical_service_street,canonical_organization_legal_status,canonical_service_phone,canonical_organization_latitude,canonical_organization_year_incorporated,canonical_service_county,canonical_organization_email,canonical_service_fees,canonical_service_zip,canonical_organization_city,canonical_organization_zip,canonical_service_id,canonical_service_alternate_name,canonical_Id,canonical_service_state,canonical_organization_state 
261,,226,IRMA,69,David Anderson Middle School (Special Needs),,,,badphone,,,,,,27.118859,-80.2429227,"7000 Atlantic Ridge Drive Stuart, Florida 34997",Stuart,,34997,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,,227,IRMA,1009,Dawg House,,,,8634659674,,,,,,27.367629,-81.471481,"69 Dawg House Dr, Lake Placid, FL 33852, USA",Lake Placid,,33852,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,,228,IRMA,1016,DeSoto Middle School,,,,badphone,,,,,,27.223243,-81.850572,"420 E Gibson St, Arcadia, FL 34266, USA",Arcadia,,34266,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,,229,IRMA,1114,DeSoto State Park,,,,2568455380,,,,,,34.5007738,-85.6186238,"7104 Desoto Pkwy NE, Fort Payne, AL 35967, USA",Fort Payne,,35967,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,,230,IRMA,919,Deane Bozeman: Florida Department of Health,,,,badphone,,,,,,30.3939238,-85.686574,"13410 FL-77, Panama City, FL 32409, USA",Panama City,,32409,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,,231,IRMA,197,Debary Elementary School,,,,3865754230,,,,,,28.8910174,-81.3207029,88 W Highbanks Rd,DeBary,,32713,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,,232,IRMA,977,Decatur Memorial Coliseum,,,,badphone,,,,,,30.8988385,-84.5550186,"600 S Wheat Ave, Bainbridge, GA 39819, USA",Bainbridge,,39819,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,,233,IRMA,952,Deep Creek Community Center,,,,badphone,,,,,,30.357965,-82.618681,"11934 US-441, Lake City, FL 32055, USA",Lake City,,32055,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,,234,IRMA,159,Deland High School,,,,3868226909,,,,,,29.041168,-81.283831,800 N Hill Ave,DeLand,,32724,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,,235,IRMA,163,Deland Middle School,,,,3868225678,,,,,,29.0041936,-81.2977534,1400 S Aquarius Ave,DeLand,,32724,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,,236,IRMA,194,Deltona Lakes Elementary School,,,,3865754115,,,,,,28.921256,-81.217289,2022 Adelia Blvd,Deltona,,32725,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,,237,IRMA,226,Denham Oaks Elementary School ,,,,8137941600,,,,,,28.1774467,-82.4105266,"1422 Oak Grove Blvd, Lutz, FL 33559, USA",Lutz,,33559,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,,238,IRMA,736,Dent Middle School,,,,8035763439,,,,,,34.061988,-80.9546292,"2721 Decker Blvd, Columbia, SC 29206, USA",Columbia,,29206,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,,239,IRMA,1256,Deparrtment of Health Warehouse,,,,9416247200,,,,,,27.0123576,-82.0567778,"1100 Loveland Blvd, Port Charlotte, FL 33980, USA",Port Charlotte,,33980,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,,240,IRMA,175,Discovery Elementary School,,,,3865754133,,,,,,28.891532,-81.250304,975 Abigail Dr,Deltona,,32725,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,,241,IRMA,1250,Dixie/Gilchrist Special Needs Shelter,,,,badphone,,,,,,29.75154,-82.859312,"930 S Main St, Bell, FL 32619, USA",Bell,,32619,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,,242,IRMA,877,Doby Elementary School,,,,badphone,,,,,,-82.369431,27.78097,6720 Covington Garden Drive,Apollo Beach,,,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,,243,IRMA,1008,Dog Design by Dana,,,,8633149883,,,,,,27.495054,-81.503423,"701 Thunderbird Hill Rd, Sebring, FL 33872, USA",Sebring,,33872,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,,244,IRMA,893,Donald Bronson Community Center,,,,badphone,,,,,,28.1798341,-81.8180243,"124 Broadway Blvd SE, Polk City, FL 33868, USA",Polk City,,33868,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,0.121795,245,IRMA,1060,Donalsonville Church of God,,,,badphone,,,,,,31.0240935,-84.8946485,"5060 GA-91, Donalsonville, GA 39845, USA",Donalsonville,,39845,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,badphone,shelters,,,,irma,,,,,,,,,,donalsonville church of god,-84.8946485,,,,,,,"5060 ga-91, donalsonville, ga 39845, usa",,,,1060,,,,,,31.0240935,,,,,,donalsonville,39845,,,245,,
280,,246,IRMA,278,Double Branch Elementary School ,,,,8133460400,,,,,,28.2095636,-82.2943957,"31500 Chancey Rd, Wesley Chapel, FL 33543, USA",Wesley Chapel,,33543,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,,247,IRMA,958,Douglasville First Methodist,,,,7709423146,,,,,,33.7390049,-84.7342479,"6167 Prestley Mill Rd, Douglasville, GA 30134, USA",Douglasville,,30134,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,,248,IRMA,222,Doyle Conner Building,,,,badphone,,,,,,26.833646,-81.103031,"900 US-27, Moore Haven, FL 33471",Moore Haven,,33471,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,,249,IRMA,3,Dr. Mary Mcleod Bethune Elementary School,,,,5618827600,,,,,,26.776181,-80.084386,"1501 Avenue U, West Palm Beach, Palm Beach County, FL, United States",West Palm Beach,Florida,33404,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,,250,IRMA,9,Dr. Michael M. Krop Senior,,,,badphone,,,,,,25.9715632,-80.1736339,1410 NE 215th Street,Miami,,33179,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,,251,IRMA,1212,Dublin First Baptist,,,,4782721455,,,,,,32.5391186,-82.9093068,"405 Bellevue Ave, Dublin, GA 31021, USA",Dublin,,31021,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.219043,252,IRMA,929,Dublin High School,,,,4046357000,,,,,,32.5479824,-82.9303512,"1127 Hillcrest Pkwy, Dublin, GA 31021, USA",Dublin,,31021,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,4046357000,shelters,,,,irma,,,,,,,,,,butler high school,-82.0165169,,,,,,,"2011 lumpkin rd, augusta, ga 30906, usa",,,,1047,,,,,,33.419816,,,,,,augusta,30906,,,139,,
286,,253,IRMA,1088,Dubose Middle School,,,,8438757012,,,,,,33.0335828,-80.2374635,"1005 Dubose School Rd, Summerville, SC 29483, USA",Summerville,,29483,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,0.916386,254,IRMA,1216,Dunbar High School ,,,,2395330622,,,,,,26.63042,-81.834197,"3800 Edison Ave, Fort Myers, FL 33916, USA",Fort Myers,,33916,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,2395330622,shelters,,,,irma,,,,,,,,,,dunbar high school,-81.834197,,,,,,,"3800 edison ave, fort myers, fl 33916, usa",,,,1216,,,,,,26.63042,,,,,,fort myers,33916,,,254,,
72,0.916386,255,IRMA,1217,Dunbar Middle School,,,,2395330622,,,,,,26.605623,-81.8376761,"Winkler Ave Ext, Fort Myers, FL 33916, USA",Fort Myers,,33916,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,2395330622,shelters,,,,irma,,,,,,,,,,dunbar high school,-81.834197,,,,,,,"3800 edison ave, fort myers, fl 33916, usa",,,,1216,,,,,,26.63042,,,,,,fort myers,33916,,,254,,
287,,256,IRMA,365,Dunedin Community Center,,,,7278124529,,,,,,28.0375379,-82.7720183,"1920 Pinehurst Rd, Dunedin, FL 34698, USA",Dunedin,,34698,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,,257,IRMA,358,Dunedin Elementary School ,,,,7277382990,,,,,,27.9984646,-82.7795416,900 Union St. N.,Dunedin,,34698,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,,258,IRMA,360,Dunedin Highland Middle School ,,,,7274694112,,,,,,27.9990701,-82.7755105,"70 Patricia Ave, Dunedin, FL 34698",Dunedin,,34698,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,,259,IRMA,1166,Dunnellon High School,,,,3524656745,,,,,,29.0772318,-82.4143279,"10055 SW 180th Avenue Rd, Dunnellon, FL 34432, USA",Dunnellon,,34432,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,,260,IRMA,388,E. Benjamin Oliver Elementary School,,,,3407752000,,,,,,18.3360281,-64.8862246,148-325 Palmetto Rd,,,802,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,,261,IRMA,956,East Albany Church of God,,,,2298882588,,,,,,31.577485,-84.072059,"216 Pine Bluff Rd, Albany, GA 31705, USA",Albany,,31705,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,,262,IRMA,1245,East Brainerd Church of Christ,,,,4238921389,,,,,,35.012077,-85.153635,"7745 E Brainerd Rd, Chattanooga, TN 37421, USA",Chattanooga,,37421,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,,263,IRMA,478,East Gadsden High School,,,,8508758672,,,,,,30.554248,-84.491189,"27001 Blue Star Hwy, Quincy, FL, United States",Havana,Florida,32333,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,,264,IRMA,371,East Lake High School,,,,badphone,,,,,,28.1276655,-82.7010447,1300 Silver Eagle Dr.,Tarpon Springs,,34688,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.227864,265,IRMA,527,East Laurens High School,,,,badphone,,,,,,32.561663,-82.819732,"920 U.S. 80 East, East Dublin, GA 31027, USA",East Dublin,Georgia,31027,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,badphone,shelters,,,,irma,,,,,,,,,,east laurens high school,-82.819732,,,,,,,"920 u.s. 80 east, east dublin, ga 31027, usa",,,,527,,,,,,32.561663,,,,,,east dublin,31027,,,265,,georgia
4,0.227864,266,IRMA,996,East Laurens Middle School ,,,,badphone,,,,,,32.5366385,-82.9193447,"930 US-80, Dublin, GA 31021, USA",Dublin,,31021,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,badphone,shelters,,,,irma,,,,,,,,,,east laurens high school,-82.819732,,,,,,,"920 u.s. 80 east, east dublin, ga 31027, usa",,,,527,,,,,,32.561663,,,,,,east dublin,31027,,,265,,georgia
41,0.977721,267,IRMA,207,East Lee County High School,,,,2393692932,,,,,,26.5581227,-81.6040692,"715 Thomas Sherwin Ave, Lehigh Acres, FL 33974",Lehigh Acres,,33974,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,2393692932,shelters,,,,irma,,,,,,,,,,east lee county high school,-81.6040692,,,,,,,"715 thomas sherwin ave, lehigh acres, fl 33974",,,,207,,,,,,26.5581227,,,,,,lehigh acres,33974,,,267,,
41,0.977721,268,IRMA,1227,East Lee County High School,,,,2393692932,,,,,,26.5590399,-81.6021364,"715 Thomas Sherwin Ave S, Lehigh Acres, FL 33974, USA",Lehigh Acres,,33974,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,2393692932,shelters,,,,irma,,,,,,,,,,east lee county high school,-81.6040692,,,,,,,"715 thomas sherwin ave, lehigh acres, fl 33974",,,,207,,,,,,26.5581227,,,,,,lehigh acres,33974,,,267,,
296,,269,IRMA,507,East Macon Recreation Center (Delores A. Brooks Community Center),,,,4787519271,,,,,,32.8316242,-83.5740026,"3326 Ocmulgee East Boulevard, Macon, GA, United States",Macon,Georgia,31217,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,,270,IRMA,1039,East Ridge Middle School,,,,3522539999,,,,,,28.5386393,-81.7195772,"13201 Excalibur Rd, Clermont, FL 34711, USA",Clermont,,34711,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,,271,IRMA,534,East River High School,,,,4078369140,,,,,,28.5555582,-81.1313285,"650 East River Falcons Way, 654 Columbia School Rd, Orlando, FL 32833, USA",Orlando,,32833,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,,272,IRMA,1080,Eastaboga Baptist Church ,,,,2568316449,,,,,,33.5831998,-86.0253617,"107 Church Ln, Eastaboga, AL 36260, USA",Eastaboga,,36260,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,,273,IRMA,937,Eastern Heights Baptist Church,,,,badphone,,,,,,30.7990266,-83.1930546,"2399 New Statenville Hwy, Valdosta, GA 31606, USA",Valdosta,,31606,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.476911,274,IRMA,645,Easton Newbery Sports Complex,,,,3522646557,,,,,,29.6690705,-82.604014,"24880 NW 16 Ave, Newberry, FL 32669, USA",Newberry,Florida,32669,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,3522646557,shelters,,,,irma,,,,,,,,,,easton newbery sports complex,-82.604014,,,,,,,"24880 nw 16 ave, newberry, fl 32669, usa",,,,645,,,,,,29.6690705,,,,,,newberry,32669,,,274,,florida
301,,275,IRMA,618,Eastside High School,,,,badphone,,,,,,29.6411413,-82.2724355,"1201 SE 43rd St, Gainesville, FL 32641, USA",Gainesville,,32641,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,,276,IRMA,497,Echola Storm Shelter,,,,badphone,,,,,,33.3451138,-87.7896829,"17658 County Road 21, Gordo, AL, United States",Gordo,Alabama,35466,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,,277,IRMA,959,Echols County Community Center,,,,2295593472,,,,,,30.7059127,-83.0234104,"170 Church of God St, Statenville, GA 31648, USA",Statenville,,31648,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.375098,278,IRMA,491,Ed Fraser Memorial Hospital,,,,9042596111,,,,,,30.2850541,-82.1189973,"159 North 3rd Street, Macclenny, FL 32063, United States",Macclenny,Florida,32063,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,9042596111,shelters,,,,irma,,,,,,,,,,ed fraser memorial hospital,-82.1189973,,,,,,,"159 north 3rd street, macclenny, fl 32063, united states",,,,491,,,,,,30.2850541,,,,,,macclenny,32063,,,278,,florida
304,,279,IRMA,535,Edgewater High School,,,,4078369140,,,,,,28.5810376,-81.391491,"3100 Edgewater Dr, Orlando, FL 32804, USA",Orlando,,32804,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,,280,IRMA,924,Elam Egypt Baptist Church,,,,badphone,,,,,,32.462524,-81.473236,"184 5th St, Springfield, GA 31329, USA",Springfield,,31329,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,,281,IRMA,54,Electa Lee Magnet Middle School,,,,9417276500,,,,,,27.4468802,-82.6034218,4000 53rd Ave W,Bradenton,,34210,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,,282,IRMA,1081,Ellaville United Methodist Church (EUMC),,,,2299372000,,,,,,32.2351854,-84.3083521,"185 S Broad St, Ellaville, GA 31806, USA",Ellaville,,31806,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,,283,IRMA,545,Emmanuel Baptist Church,,,,badphone,,,,,,31.3109501,-82.2431803,"217 W Carter Ave, Blackshear, GA 31516, USA",Blackshear,,31516,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,,284,IRMA,1211,Encounter Church of Jones County,,,,badphone,,,,,,32.8921666,-83.5965625,"2675 Gray Hwy, Macon, GA 31211, USA",Macon,,31211,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,,285,IRMA,152,English Estates Elementary,,,,4076655102,,,,,,28.6487328,-81.3427344,299 Oxford Rd,Fern Park,,32730,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,,286,IRMA,420,Enterprise Elementary,,,,9046302489,,,,,,30.199991,-81.820735,8085 Old Middleburg Rd,Jacksonville,,32222,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,,287,IRMA,232,Estero Recreation Center,,,,2394980415,,,,,,26.428419,-81.8038295,"9200 Corkscrew Palms Blvd. Estero, FL 33928",Estero,,33928,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,,288,IRMA,449,Eugenia B. Thomas K-8 Center,,,,3054685900,,,,,,25.827487,-80.382975,"5950 Northwest 114th Avenue, Doral, FL, United States",Doral,Florida,33178,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.124139,289,IRMA,1042,Eustis High School,,,,3522539999,,,,,,28.8461411,-81.6724178,"1300 E Washington Ave, Eustis, FL 32726, USA",Eustis,,32726,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,3522539999,shelters,,,,irma,,,,,,,,,,eustis high school,-81.6724178,,,,,,,"1300 e washington ave, eustis, fl 32726, usa",,,,1042,,,,,,28.8461411,,,,,,eustis,32726,,,289,,
314,,290,IRMA,1153,Evans High School,,,,4075223400,,,,,,28.579318,-81.4485844,"4949 Silver Star Rd, Orlando, FL 32808, USA",Orlando,,32808,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,,291,IRMA,16,Everglades Elementary School,,,,8634625108,,,,,,27.237519,-80.7921437,3725 SE 8th St,Okeechobee,,34974,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,,292,IRMA,305,Everglades High School,,,,badphone,,,,,,25.968964,-80.373319,17100 SW 48th Ct,Miramar,,33027,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,,293,IRMA,803,Explorer K-8,,,,3527544083,,,,,,28.4957662,-82.5535995,"10252 Northcliffe Blvd, Spring Hill, FL 34608, USA",Spring Hill,,34608,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,,294,IRMA,1074,F.D. Roosevelt State Park,,,,7066634858,,,,,,32.8376131,-84.8156815,"2970 GA-190, Pine Mountain Valley, GA 31823, USA",Pine Mountain Valley,,31823,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,,295,IRMA,1173,FL DOH,,,,badphone,,,,,,27.4367182,-81.4207247,"7205 S George Blvd, Sebring, FL 33876, USA",Sebring,,33876,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,,296,IRMA,734,FVSU Safe Center (Fort Valley Safe Center Pet Center) ,,,,4788256424,,,,,,32.541168,-83.896102,"1005 State University Dr, Fort Valley, GA 31030, USA",Fort Valley,,31030,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,,297,IRMA,328,Fairmount Park Elementary School,,,,7278932132,,,,,,27.7651537,-82.6922997,575 41st St. S. ,Saint Petersburg,,33711,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,,298,IRMA,1176,Faith Presbyterian Church,,,,3527964969,,,,,,28.5589134,-82.3764453,"200 Mt Fair Ave, Brooksville, FL 34601, USA",Brooksville,,34601,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,,299,IRMA,311,Falcon Cove Middle School,,,,badphone,,,,,,26.063395,-80.39618,4251 Bonaventure Blvd,Weston,,33332,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,0.711849,300,IRMA,209,Fasano Regional Hurricane Shelter ,,,,7278472411,,,,,,28.3904806,-82.6247109,"11611 Denton Ave, Hudson, FL 34667, USA",Hudson,,34667,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,7278472411,shelters,,,,irma,,,,,,,,,,fasano regional hurricane shelter,-82.6247109,,,,,,,"11611 denton ave, hudson, fl 34667, usa",,,,209,,,,,,28.3904806,,,,,,hudson,34667,,,300,,florida
324,,301,IRMA,30,Felix Varela Senior,,,,badphone,,,,,,25.678844,-80.442917,15255 SW 96th Street,Miami,,33196,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,,302,IRMA,61,Felix Williams Elementary School,,,,badphone,,,,,,27.2254681,-80.2614516,"401 NW Baker Rd Stuart, FL 34994",Stuart,,34994,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,,303,IRMA,1255,Fellowship Baptist Church,,,,3864541700,,,,,,29.80899,-82.556038,"16916 NW US Hwy 441, High Springs, FL 32643, USA",High Springs,,32643,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
