Source,organization_id,organization_name,organization_alternate_name,organization_description,organization_email,organization_phone,organization_url,organization_tax_status,organization_tax_id,organization_year_incorporated,organization_legal_status,organization_latitude,organization_longitude,organization_street,organization_city,organization_state,organization_zip,organization_county,service_id,service_type,service_subtype,service_facility_usage_subcode,program_id,service_name,service_alternate_name,service_description,service_url,service_email,service_phone,service_status,service_interpretation_services,service_application_process,service_wait_time,service_fees,service_accreditations,service_licenses,taxonomy_ids,service_latitude,service_longitude,service_street,service_city,service_state,service_zip,service_county
IRMA,774,Redemption Church - Greenville Campus (Building D),,,,8642811520,,,,,,34.8506968,-82.3420555,"635 Haywood Rd, Greenville, SC 29607, USA",Greenville,,29607,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,768,Redemption Columbia/White Knoll High School,,,,8039572221,,,,,,33.9052067,-81.2339108,"5643 Platt Springs Rd, Lexington, SC 29073, USA",Lexington,,29073,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,943,Redland Baptist Church,,,,2292445770,,,,,,30.7173,-83.3854,"4888 Rocky Ford Rd, Valdosta, GA 31601, USA",Valdosta,,31601,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1192,Reed Bingham State Park,,,,badphone,,,,,,31.1603437,-83.5365142,"Reed Bingham Rd, Adel, GA 31620, USA",Adel,,31620,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,757,Remnant Church of God,,,,9125481725,,,,,,31.161942,-82.295015,"Memorial Dr, Waycross, GA, USA",Waycross,,31501,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,572,Renainssance Center,,,,3525274567,,,,,,28.8199606,-82.4919601,"3630 W Educational Path, Lecanto, FL, United States",Lecanto,Florida,34461,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1244,Renaissance Center Special Needs,,,,3525274567,,,,,,28.8199606,-82.4919601,"3630 W Educational Path, Lecanto, FL 34461, USA",Lecanto,,34461,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1204,Rentz Baptist Church,,,,4789844386,,,,,,32.3830667,-82.9906879,"1011 Bates Ave, Rentz, GA 31075, USA",Rentz,,31075,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1197,Richard B. Russell Group Shelter,,,,badphone,,,,,,34.1780652,-82.7613575,"2650 Russell State Park Dr, Elberton, GA 30635, USA",Elberton,,30635,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1147,Richard Carroll Elementary School,,,,8032453043,,,,,,33.3123262,-81.0342504,"1980 Main Hwy, Bamberg, SC 29003, USA",Bamberg,,29003,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,571,Richardson Community Center,,,,3867585417,,,,,,30.201438,-82.6350188,"255 NE Coach Anders Ln, Lake City, FL 32055, USA",Lake City,FL,32055,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,581,Richardson Sixth Grade Academy,,,,3867558130,,,,,,30.1812066,-82.6279892,"646 SE Pennsylvania St, Lake City, FL 32025, United States",Lake City,Florida,32025,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,635,Rickards High School,,,,badphone,,,,,,30.4086307,-84.2627775,"3013 Jim Lee Rd, Tallahassee, FL 32301, USA",Tallahassee,,32301,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1124,Rickwood Caverns State Park,,,,2056479692,,,,,,33.8749091,-86.8620359,"370 Rickwood Park Rd, Warrior, AL 35180, USA",Warrior,,35180,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,434,Ridge Community High School ,,,,8634012234,,,,,,28.1512637,-81.6292006,"500 W. Orchid Dr, Davenport FL 33837",Davenport,,33837,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,732,Ridgeland-Hardeeville High School,,,,badphone,,,,,,32.5005372,-80.9874794,"250 Jaguar Trail, Ridgeland, SC 29936, USA",Ridgeland,,29936,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,251,River Ridge Middle/High School ,,,,7277747000,,,,,,28.2681787,-82.6221597,11646 Town Center Rd.,New Port Richey,,34654,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,189,River Springs Middle School,,,,3869680011,,,,,,28.9400888,-81.3118857,900 W Ohio Ave,Orange City,,32763,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,87,Riverview High School ,,,,9419231484,,,,,,27.282344,-82.5183869,"1 Ram Way, Sarasota, FL 34231",Sarasota,,34231,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,70,Robert H. Prine Elementary School,,,,9417517006,,,,,,27.4713104,-82.5986533,3801 Southern Pkwy W,Bradenton,,34205,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,31,Robert Morgan Senior High,,,,3054685900,,,,,,25.5998343,-80.3905182,"18180 Southwest 122nd Avenue, Miami, FL, United States",Miami,Florida,33177,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,76,Robert Willis Elementary School,,,,9413168245,,,,,,27.398675,-82.3950907,14705 The Masters Ave,Bradenton,,34202,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1154,Robinswood Middle School,,,,4072965140,,,,,,28.560375,-81.471204,"6305 Balboa Dr, Orlando, FL 32818, USA",Orlando,,32818,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,944,Rochelle Baptist Church,,,,2293657286,,,,,,31.9488241,-83.4550052,"701 Gordon St, Rochelle, GA 31079, USA",Rochelle,,31079,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,896,Rock Island Elementary school,,,,7543228300,,,,,,26.149255,-80.172711,"1701 NW 23rd Ave, Fort Lauderdale, FL 33311, USA",Fort Lauderdale,,33311,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1119,Roland Cooper State Park,,,,3346824838,,,,,,32.0552731,-87.2456027,"285 Deer Run Dr, Camden, AL 36726, USA",Camden,,36726,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,24,Ronald Reagan Senior,,,,badphone,,,,,,25.8526862,-80.3713625,8600 NW 107th Avenue,Doral,,33178,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,350,Ross Norton Recreation Center,,,,7274626025,,,,,,27.9449858,-82.7960962,1426 S. Martin Luther King Jr. Ave. ,Clearwater,,33756,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,806,Roulhac Middle School (Gen Pop and Special Needs),,,,8506386170,,,,,,30.7631391,-85.5558764,"1535 Brickyard Rd, Chipley, FL 32428, USA",Chipley,,32428,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,154,Round Lake Elementary School,,,,badphone,,,,,,28.8059016,-81.5941332,"31333 Round Lake Rd, Mt Dora, FL 32757, USA",Mount Dora,,32757,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,72,Rowlett Elementary School,,,,9414628921,,,,,,27.468932,-82.5584287,3500 9th St E,Bradenton,,34208,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,468,Ruben Dario Middle,,,,3054685900,,,,,,25.7717214,-80.3544789,"350 NW 97th Ave, Miami, FL, United States",Miami,Florida,33172,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,599,Ruth Raines Middle School,,,,3524981346,,,,,,29.6213303,-83.1292554,"981 Co Rd 351, Cross City, FL 32628, USA",Cross City,,32628,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,772,Rymfire Elementary – Special Needs,,,,3863134200,,,,,,29.5018118,-81.2523027,"1425 Rymfire Dr, Palm Coast, FL 32164, USA",Palm Coast,,32164,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,643,SAIL High School,,,,badphone,,,,,,30.435486,-84.316963,"2006 Jackson Bluff Rd, Tallahassee, FL 32304, USA",Tallahassee,,32304,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,347,Sabal Palm Elementary School,,,,2393778200,,,,,,26.2650582,-81.5280737,"4095 18th Ave NE, Naples, FL 34120",Naples,,34120,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,27,Sacred Heart Catholic Church,,,,8637633727,,,,,,27.2371502,-80.8386604,901 SW 6th St,Okeechobee,,34974,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,355,Safety Harbor Middle School,,,,7277241400,,,,,,28.0000866,-82.690985,901 1st Ave N.,Safety Harbor,,34695,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,949,Saint Johns River Community College Thrasher-Horne Center,,,,badphone,,,,,,30.1175075,-81.7744455,"283 College Dr, Orange Park, FL 32065, USA",Orange Park,,32065,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1065,Salem Seminole Baptist Church,,,,2298613370,,,,,,30.8863835,-84.8625483,"2785 Joel Poole Rd, Donalsonville, GA 39845, USA",Donalsonville,,39845,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,495,Salvation Army Shelter Safe Room,,,,8007287825,,,,,,33.1847037,-87.5566671,"2902 Greensboro Avenue, Tuscaloosa, AL, United States",Tuscaloosa,Alabama,35401,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,422,Salvation Army of Northeast Florida,,,,9046302489,,,,,,30.3050444,-81.6337537,TBA,Jacksonville,,32216,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,492,Samantha VFD,,,,badphone,,,,,,33.4659473,-87.6279367,"13003 Northside Road, Berry, AL, United States",Berry,Alabama,35546,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,240,Samuel S. Gaines Academy,,,,7724604357,,,,,,27.4245385,-80.3806307,"2250 S Jenkins Rd, Fort Pierce, FL 34947, USA",Fort Pierce,,34947,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,923,Sand Hill Baptist Church,,,,badphone,,,,,,32.2231944,-81.4032575,"1936 Sand Hill Rd, Guyton, GA 31312, USA",Guyton,,31312,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,991,Sand Hill Creek Baptist,,,,badphone,,,,,,31.7241781,-82.4498421,"6822 County Farm Rd, Baxley, GA 31513, USA",Baxley,,31513,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,836,Sanders Elementary School ,,,,7278472411,,,,,,28.232754,-82.463176,"5126 School Rd, Land O Lakes, FL 34638, USA",Land O' Lakes,,34638,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,652,Santa Fe High School,,,,3522646557,,,,,,29.8072641,-82.5244023,"16213 NW US Hwy 441, Alachua, FL 32615, USA",Alachua,Florida,32615,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,83,Sarasota High School,,,,9419550181,,,,,,27.3248069,-82.5271739,"1000 S School Ave, Sarasota, FL 34237",Sarasota,,34237,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,229,Schrader Elementary School,,,,7277740800,,,,,,28.3180976,-82.6659278,"11041 Little Rd, Port Richey, FL, United States",New Port Richey,Florida,34668,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,755,Scott Baptist Church,,,,4785954226,,,,,,32.5518773,-82.6673816,"5 Archers Pond Rd, Adrian, GA 31002, USA",Adrian,,31002,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1163,Scotts Branch High School,,,,8035742100,,,,,,33.6158183,-80.3208663,"9253 Alex Harvin Hwy, Summerton, SC 29148, USA",Summerton,,29148,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1135,Sea Pines Rehab,,,,3219844600,,,,,,28.0556694,-80.620141,"101 E Florida Ave, Melbourne, FL 32901, USA",Melbourne,,32901,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,73,Seabreeze Elementary School,,,,9417413190,,,,,,27.4708931,-82.6337104,3601 71st St W,Bradenton,,34209,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,100,Sebastian Elementary School,,,,7729788200,,,,,,27.8047422,-80.4781325,400 Sebastian Blvd,Sebastian,,32958,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,104,Sebastian River High School,,,,7725644170,,,,,,27.7560257,-80.5112151,"9001 90th Ave, Vero Beach, FL 32967, USA",Vero Beach,,32967,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,103,Sebastian River Middle School,,,,badphone,,,,,,42.34011,-71.180967,"Fellsmere Rd, Newton, MA 02459, USA",Newton,,2459,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,17,Seminole Elementary School,,,,8634625116,,,,,,27.267819,-80.8732987,2690 NW 42nd Ave,Okeechobee,,34972,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,4,Seminole Ridge Community High School,,,,5614222601,,,,,,26.746053,-80.310082,"4601 Seminole Pratt Whitney Rd, Loxahatchee, FL, United States",Loxahatchee,Florida,33470,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1077,Seminole State Park,,,,2298613137,,,,,,30.8051687,-84.8789445,"7870 State Park Rd, Donalsonville, GA 39845, USA",Donalsonville,,39845,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,878,Sergeant Paul R. Smith Middle School,,,,badphone,,,,,,-82.573449,28.076232,14303 Citrus Pointe Drive,Tampa,,,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,398,Sessums Elementary School,,,,8132747700,,,,,,27.83392,-82.320142,"11525 Ramble Creek Dr, Riverview, FL 33569, United States",Riverview,Florida,33569,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,260,Seven Oaks Elementary School ,,,,8137940700,,,,,,28.210934,-82.359307,27633 Mystic Oak Blvd.,Wesley Chapel,,33544,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,871,Sheehy Elementary,,,,badphone,,,,,,-82.415226,28.006317,6402 North 40th Street,Tampa,,,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,634,Shell Elementary School,,,,3522646557,,,,,,29.5937994,-82.0910571,"21633 65th Ave, Hawthorne, FL 32640, USA",Hawthorne,,32640,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,469,Shenandoah Middle ,,,,3054685900,,,,,,25.753671,-80.227193,1950 Southwest 19th Street,Miami,Florida,33145,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,955,Sherwood Baptist Church,,,,badphone,,,,,,31.6066327,-84.1991071,"2201 Whispering Pines Rd, Albany, GA 31707, USA",Albany,,31707,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,739,Sherwood Elementary,,,,3212546424,,,,,,28.17098,-80.666465,"2541 Post Rd, Melbourne, FL 32935, USA",Melbourne,,32935,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,395,Shields Middle School,,,,8132747700,,,,,,27.740081,-82.369909,"15732 Beth Shields Way, Ruskin, FL 33573",Ruskin,,33573,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,700,Shoal River Middle School,,,,8506517410,,,,,,30.7370742,-86.5378633,"3200 E Redstone Ave, Crestview, FL 32539, USA",Crestview,Florida,32539,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,895,Silver Palms Elementary School,,,,7543237450,,,,,,26.0188928,-80.3490202,"1209 NW 155th Ave, Pembroke Pines, FL 33028, USA",Pembroke Pines,,33028,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,117,Silver Trail Middle School,,,,badphone,,,,,,26.028286,-80.3913679,18300 Sheridan St,Southwest Ranches,,33331,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,302,Simmons Career Center,,,,8132747700,,,,,,28.0049551,-82.134271,"1202 W Grant St, Plant City, FL 33563, USA",Plant City,Florida,33563,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,354,Skycrest Elementary School ,,,,7274695987,,,,,,27.9665474,-82.7631969,10 N. Corona Ave.,Clearwater,,33765,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,855,Sleepy Hill Elementary,,,,badphone,,,,,,28.0946778,-81.9954946,"2285 Sleepy Hill Rd, Lakeland, FL 33810, USA",Lakeland,,33810,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,401,"Smith, Sgt. Paul Middle School",,,,8132747700,,,,,,28.0762373,-82.5734835,"14303 Citrus Pointe Dr, Tampa, FL 33625, United States",Tampa,Florida,33625,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,765,Smithsboro Baptist Church,,,,7064680958,,,,,,33.3025433,-83.5946883,"314 Smithboro Rd, Monticello, GA 31064, USA",Monticello,,31064,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,931,Smithville Baptist Church,,,,2298869971,,,,,,34.064673,-88.405721,"63388 MS-25, Smithville, MS 38870, USA",Smithville,,38870,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1214,Solomon Calhoun Community Center,,,,9042090395,,,,,,29.8789798,-81.3395943,"1300 Duval St, St. Augustine, FL 32084, USA",Saint Augustine,,32084,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1030,Somerset High School (also called Jefferson County Middle and Jefferson County High),,,,badphone,,,,,,,,,,,32344,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,470,South Dade Middle ,,,,3054685900,,,,,,25.7543733,-80.2303003,291000 SW 19th St,Miami,Florida,33145,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,32,South Dade Senior High School,,,,3054685900,,,,,,25.5010164,-80.4598878,28401 SW 167th Avenue,Homestead,,33030,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,210,South Elementary School,,,,8634625087,,,,,,27.2208332,-80.836129,2468 SW 7th Ave,Okeechobee,,,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1237,South Florida College Hardee Special Needs,,,,8639931757,,,,,,27.229579,-81.842451,"2251 NE Turner Ave, Arcadia, FL 34266, USA",Arcadia,,34266,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1222,South Florida Fairgrounds - Special Needs,,,,5617930333,,,,,,26.6816548,-80.1898848,"9067 Southern Blvd, West Palm Beach, FL 33411, USA",West Palm Beach,,33411,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,570,South Florida State College,,,,badphone,,,,,,27.5686911,-81.5076514,"600 West College Drive, Avon Park, FL, United States",Avon Park,Florida,33825,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,295,South Florida State College (Special Needs-Only),,,,8637733081,,,,,,27.6044812,-81.8230208,"2968 US-17, Bowling Green, FL 33834, USA",Bowling Green,,33834,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,250,South Fort Myers High School,,,,2395610060,,,,,,26.5377721,-81.8512626,"14020 Plantation Rd, Fort Myers, FL 33912",Fort Myers,,33912,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,741,South Mainland Community Center,,,,7726638748,,,,,,27.8585062,-80.5012331,"3700 Allen Ave, Sebastian, FL 32976, USA",Sebastian,,32976,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1220,South Miami High School,,,,3056665871,,,,,,25.7204061,-80.3052682,"6856 SW 53rd St, Miami, FL 33155, USA",Miami,,33155,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,28,South Miami Senior (EHPA Bldg),,,,3054685900,,,,,,25.7204061,-80.3052682,"6856 SW 53rd St, Miami, FL 33155, USA",Miami,Florida,33155,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,235,South Sumter High School,,,,badphone,,,,,,28.67166,-82.115426,706 N Main St,Bushnell,,33513,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,84,Southside Elementary School,,,,9413616420,,,,,,27.3086034,-82.5316637,"1901 Webber St, Sarasota, FL 34239",Sarasota,,34239,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,837,Southwest Elementary School,,,,badphone,,,,,,28.014036,-81.960069,"2650 Southwest Ave, Lakeland, FL 33803, USA",Lakeland,,33803,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,427,Southwoods Elementary,,,,9048245550,,,,,,29.726846,-81.464683,4750 FL-206,Elkton,,32033,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,737,Space Coast Jr/Sr High School,,,,3216380750,,,,,,28.4764264,-80.828298,"6150 Banyan St, Cocoa, FL 32927, USA",Cocoa,,32927,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1005,Spirit Creek Middle School,,,,7065923987,,,,,,33.346359,-82.0763319,"115 Dolphin Way, Hephzibah, GA 30815, USA",Hephzibah,,30815,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,196,Spirit Elementary School,,,,3865754080,,,,,,28.906143,-81.242545,1500 Meadowlark Dr,Deltona,,32725,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,556,Spook Hill Elementary,,,,8636784262,,,,,,27.911135,-81.58349,"321 Dr JA Wiltshire Ave, Lake Wales, FL 33853, USA",Lake Wales,,33853,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,489,Sprayberry Center,,,,2053422660,,,,,,33.233553,-87.58076,"2300 26th Avenue, Northport, AL, United States",Northport,Alabama,35476,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,145,Spring Creek Elementary Charter School,,,,badphone,,,,,,28.9953522,-81.5426521,"44440 Spring Creek Rd, Paisley, FL 32767, USA",Paisley,,32767,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,910,Springstead High School,,,,3527544083,,,,,,28.481339,-82.541861,"3300 Mariner Blvd, Spring Hill, FL 34609, USA",Spring Hill,,34609,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,714,Springwood Elementary School,,,,8506063700,,,,,,30.492649,-84.339008,"3801 Fred George Rd, Tallahassee, FL 32303, USA",Tallahassee,,32303,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,833,St. Cloud High School,,,,4078913100,,,,,,28.2392246,-81.2801004,"2000 Bulldog Ln, St Cloud, FL 34769, USA",Saint Cloud,,34769,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,391,St. Croix Educational Complex,,,,3407782036,,,,,,17.7291553,-64.7422019,"Centerline Rd, Christiansted, St Croix 00820, USVI",Christiansted,,820,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,249,St. Leo University ,,,,badphone,,,,,,28.335714,-82.257251,33701 State Road 52 ,Saint Leo,,33574,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1165,St. Mark United Methodist Church,,,,8648822603,,,,,,34.6743395,-82.9619801,"616 Quincy Rd, Seneca, SC 29678, USA",Seneca,,29678,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,316,St. Petersburg College Midtown Campus,,,,7273417156,,,,,,27.7582512,-82.6908407,1300 22nd St. S.,Saint Petersburg,,33712,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,331,St. Petersburg High School,,,,7278931842,,,,,,27.7779663,-82.6704038,2501 5th Ave. N.,Saint Petersburg,,33713,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,589,Starke Elementary School ,,,,9049666045,,,,,,29.9517901,-82.1224126,"1000 W Weldon St, Starke, FL 32091, USA",Starke,,32091,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1132,State Fairgrounds - Livestock Shelter,,,,8035763000,,,,,,33.9785821,-81.0221368,"1200 Rosewood Dr, Columbia, SC 29201, USA",Columbia,,29201,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,106,Storm Grove Middle School,,,,7725646400,,,,,,27.698925,-80.4585027,6400 57th St,Vero Beach,,32967,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,884,Stowers Elementary School,,,,badphone,,,,,,-82.258435,27.849163,13915 Barrington Stowers Drive,Riverview,,,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,861,Strawberry Crest High School,,,,badphone,,,,,,-82.236013,28.022288,4691 Gallagher Road,Dover,,,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,387,Strawberry Crest High School (Special Needs Only),,,,8132725900,,,,,,28.022271,-82.235953,"4691 Gallagher Rd Dover, FL  33605",Dover,,33527,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,439,Sugarloaf School,,,,3052896018,,,,,,24.6608555,-81.5298422,"255 Crane Blvd, Summerland Key, FL 33042, USA",Summerland Key,Florida,33042,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,404,Summerfield Crossings Elementary,,,,8132747700,,,,,,27.800322,-82.323521,"11050 Fairway Meadow Dr, Riverview, FL 33579",Riverview,,33579,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,926,Summerfield Elementary School,,,,8132725900,,,,,,27.802801,-82.2888119,"11990 Big Bend Rd, Riverview, FL 33579, USA",Riverview,,33579,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,392,SunDome at USF (Special Needs Only),,,,8132725900,,,,,,28.067263,-82.412069,4202 E. Fowler Ave.,Tampa,,33620,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1186,Sunbelt EXPO,,,,2298732029,,,,,,31.1331657,-83.7093831,"290 Harper Blvd, Moultrie, GA 31788, USA",Moultrie,,31788,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,213,Sunlake High School ,,,,8133461000,,,,,,28.2008457,-82.508777,"3023 Sunlake Blvd, Land O Lakes, FL 34638, USA",Land O' Lakes,,34638,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,199,Sunrise Elementary School,,,,3865754103,,,,,,28.8811677,-81.1755513,3155 Phonetia Dr,Deltona,,32738,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1229,Sunshine Baptist,,,,9416251273,,,,,,27.030962,-82.070957,"23105 Veterans Blvd, Port Charlotte, FL 33954, USA",Port Charlotte,,33954,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1219,Sunshine Baptist Church ,,,,9416251273,,,,,,27.030962,-82.070957,"23105 Veterans Blvd, Port Charlotte, FL 33954, USA",Port Charlotte,,33954,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,585,Suwannee County Coliseum,,,,7852514150,,,,,,30.2911031,-83.0058548,"1302 11th St SW, Live Oak, FL 32064, USA",Live Oak,,32064,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,590,Suwannee Elementary School,,,,3863643405,,,,,,30.278305,-82.9882984,"1748 Ohio Ave S, Live Oak, FL 32064, USA",Live Oak,,32064,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,591,Suwannee Intermediate School (Special Needs),,,,3863643405,,,,,,30.2838126,-82.9950746,"1419 Walker Ave SW, Live Oak, FL 32064, USA",Live Oak,,32064,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1195,Sweetwater Creek Group Shelter,,,,badphone,,,,,,33.7572045,-84.6385864,"1750 Mt Vernon Rd, Lithia Springs, GA 30122, USA",Lithia Springs,,30122,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
