Source,organization_id,organization_name,organization_alternate_name,organization_description,organization_email,organization_phone,organization_url,organization_tax_status,organization_tax_id,organization_year_incorporated,organization_legal_status,organization_latitude,organization_longitude,organization_street,organization_city,organization_state,organization_zip,organization_county,service_id,service_type,service_subtype,service_facility_usage_subcode,program_id,service_name,service_alternate_name,service_description,service_url,service_email,service_phone,service_status,service_interpretation_services,service_application_process,service_wait_time,service_fees,service_accreditations,service_licenses,taxonomy_ids,service_latitude,service_longitude,service_street,service_city,service_state,service_zip,service_county
IRMA,1039,East Ridge Middle School,,,,3522539999,,,,,,28.5386393,-81.7195772,"13201 Excalibur Rd, Clermont, FL 34711, USA",Clermont,,34711,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,534,East River High School,,,,4078369140,,,,,,28.5555582,-81.1313285,"650 East River Falcons Way, 654 Columbia School Rd, Orlando, FL 32833, USA",Orlando,,32833,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1080,Eastaboga Baptist Church ,,,,2568316449,,,,,,33.5831998,-86.0253617,"107 Church Ln, Eastaboga, AL 36260, USA",Eastaboga,,36260,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,937,Eastern Heights Baptist Church,,,,badphone,,,,,,30.7990266,-83.1930546,"2399 New Statenville Hwy, Valdosta, GA 31606, USA",Valdosta,,31606,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,645,Easton Newbery Sports Complex,,,,3522646557,,,,,,29.6690705,-82.604014,"24880 NW 16 Ave, Newberry, FL 32669, USA",Newberry,Florida,32669,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,618,Eastside High School,,,,badphone,,,,,,29.6411413,-82.2724355,"1201 SE 43rd St, Gainesville, FL 32641, USA",Gainesville,,32641,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,497,Echola Storm Shelter,,,,badphone,,,,,,33.3451138,-87.7896829,"17658 County Road 21, Gordo, AL, United States",Gordo,Alabama,35466,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,959,Echols County Community Center,,,,2295593472,,,,,,30.7059127,-83.0234104,"170 Church of God St, Statenville, GA 31648, USA",Statenville,,31648,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,491,Ed Fraser Memorial Hospital,,,,9042596111,,,,,,30.2850541,-82.1189973,"159 North 3rd Street, Macclenny, FL 32063, United States",Macclenny,Florida,32063,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,535,Edgewater High School,,,,4078369140,,,,,,28.5810376,-81.391491,"3100 Edgewater Dr, Orlando, FL 32804, USA",Orlando,,32804,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,924,Elam Egypt Baptist Church,,,,badphone,,,,,,32.462524,-81.473236,"184 5th St, Springfield, GA 31329, USA",Springfield,,31329,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,54,Electa Lee Magnet Middle School,,,,9417276500,,,,,,27.4468802,-82.6034218,4000 53rd Ave W,Bradenton,,34210,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1081,Ellaville United Methodist Church (EUMC),,,,2299372000,,,,,,32.2351854,-84.3083521,"185 S Broad St, Ellaville, GA 31806, USA",Ellaville,,31806,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,545,Emmanuel Baptist Church,,,,badphone,,,,,,31.3109501,-82.2431803,"217 W Carter Ave, Blackshear, GA 31516, USA",Blackshear,,31516,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1211,Encounter Church of Jones County,,,,badphone,,,,,,32.8921666,-83.5965625,"2675 Gray Hwy, Macon, GA 31211, USA",Macon,,31211,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,152,English Estates Elementary,,,,4076655102,,,,,,28.6487328,-81.3427344,299 Oxford Rd,Fern Park,,32730,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,420,Enterprise Elementary,,,,9046302489,,,,,,30.199991,-81.820735,8085 Old Middleburg Rd,Jacksonville,,32222,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,232,Estero Recreation Center,,,,2394980415,,,,,,26.428419,-81.8038295,"9200 Corkscrew Palms Blvd. Estero, FL 33928",Estero,,33928,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,449,Eugenia B. Thomas K-8 Center,,,,3054685900,,,,,,25.827487,-80.382975,"5950 Northwest 114th Avenue, Doral, FL, United States",Doral,Florida,33178,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1042,Eustis High School,,,,3522539999,,,,,,28.8461411,-81.6724178,"1300 E Washington Ave, Eustis, FL 32726, USA",Eustis,,32726,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1153,Evans High School,,,,4075223400,,,,,,28.579318,-81.4485844,"4949 Silver Star Rd, Orlando, FL 32808, USA",Orlando,,32808,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,16,Everglades Elementary School,,,,8634625108,,,,,,27.237519,-80.7921437,3725 SE 8th St,Okeechobee,,34974,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,305,Everglades High School,,,,badphone,,,,,,25.968964,-80.373319,17100 SW 48th Ct,Miramar,,33027,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,803,Explorer K-8,,,,3527544083,,,,,,28.4957662,-82.5535995,"10252 Northcliffe Blvd, Spring Hill, FL 34608, USA",Spring Hill,,34608,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1074,F.D. Roosevelt State Park,,,,7066634858,,,,,,32.8376131,-84.8156815,"2970 GA-190, Pine Mountain Valley, GA 31823, USA",Pine Mountain Valley,,31823,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1173,FL DOH,,,,badphone,,,,,,27.4367182,-81.4207247,"7205 S George Blvd, Sebring, FL 33876, USA",Sebring,,33876,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,734,FVSU Safe Center (Fort Valley Safe Center Pet Center) ,,,,4788256424,,,,,,32.541168,-83.896102,"1005 State University Dr, Fort Valley, GA 31030, USA",Fort Valley,,31030,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,328,Fairmount Park Elementary School,,,,7278932132,,,,,,27.7651537,-82.6922997,575 41st St. S. ,Saint Petersburg,,33711,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1176,Faith Presbyterian Church,,,,3527964969,,,,,,28.5589134,-82.3764453,"200 Mt Fair Ave, Brooksville, FL 34601, USA",Brooksville,,34601,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,311,Falcon Cove Middle School,,,,badphone,,,,,,26.063395,-80.39618,4251 Bonaventure Blvd,Weston,,33332,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,209,Fasano Regional Hurricane Shelter ,,,,7278472411,,,,,,28.3904806,-82.6247109,"11611 Denton Ave, Hudson, FL 34667, USA",Hudson,,34667,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,30,Felix Varela Senior,,,,badphone,,,,,,25.678844,-80.442917,15255 SW 96th Street,Miami,,33196,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,61,Felix Williams Elementary School,,,,badphone,,,,,,27.2254681,-80.2614516,"401 NW Baker Rd Stuart, FL 34994",Stuart,,34994,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1255,Fellowship Baptist Church,,,,3864541700,,,,,,29.80899,-82.556038,"16916 NW US Hwy 441, High Springs, FL 32643, USA",High Springs,,32643,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,102,Fellsmere Elementary School,,,,badphone,,,,,,45.5756242,-93.2280861,"Cypress St N, Cambridge, MN 55008, USA",Cambridge,,55008,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,984,First African Missionary Baptist Church,,,,badphone,,,,,,32.1670487,-81.9103978,"128 Church St, Claxton, GA 30417, USA",Claxton,,30417,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,22,First Baptist Church,,,,8637632171,,,,,,27.2396988,-80.8348151,401 SW 4th St,Okeechobee,,34974,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,968,First Baptist Church,,,,badphone,,,,,,33.463054,-82.5015367,"253 Jackson St, Thomson, GA 30824, USA",Thomson,,30824,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,978,First Baptist Church,,,,badphone,,,,,,32.3071574,-84.7763142,"104 Mt Olive St, Cusseta, GA 31805, USA",Cusseta,,31805,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,783,First Baptist Church,,,,2292948073,,,,,,31.125383,-84.155044,"177 Church St SW, Pelham, GA 31779, USA",Pelham,,31779,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1058,First Baptist Church,,,,2295242166,,,,,,31.038866,-84.8809148,"409 S Woolfork Ave, Donalsonville, GA 39845, USA",Donalsonville,,39845,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1071,First Baptist Church,,,,4789346356,,,,,,32.3865319,-83.3541125,"101 SE 2nd St, Cochran, GA 31014, USA",Cochran,,31014,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1138,First Baptist Church,,,,9413652846,,,,,,27.3370349,-82.5367885,"1661 Main St, Sarasota, FL 34236, USA",Sarasota,,34236,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1210,First Baptist Church,,,,2292420484,,,,,,30.8316544,-83.2816931,"200 W Central Ave, Valdosta, GA 31601, USA",Valdosta,,31601,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1230,First Baptist Church,,,,3525284331,,,,,,29.4450692,-82.6346068,"457 S Court St, Bronson, FL 32621, USA",Bronson,,32621,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1223,First Baptist Church ,,,,5619965596,,,,,,26.6883588,-80.6686041,"17 NW Ave B, Belle Glade, FL 33430, USA",Belle Glade,,33430,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,748,First Baptist Church (Starke),,,,9049646562,,,,,,29.945925,-82.1139693,"163 W Jefferson St, Starke, FL 32091, USA",Starke,,32091,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,820,First Baptist Church Defuniak Springs,,,,8508922722,,,,,,30.68795,-86.141818,"1307 Coy Burgess Loop, Defuniak Springs, FL 32435, USA",DeFuniak Springs,,32435,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,760,First Baptist Church Gordon,,,,4786282024,,,,,,32.8833477,-83.3340942,"103 College St, Gordon, GA 31031, USA",Gordon,,31031,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,981,First Baptist Church McRae,,,,2298686675,,,,,,32.0674207,-82.9022884,"26 W College St, McRae, GA 31055, USA",McRae,,31055,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,752,First Baptist Church of Cuthbert,,,,2297322801,,,,,,31.7726602,-84.7933955,"567 College St, Cuthbert, GA 39840, USA",Cuthbert,,39840,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,973,First Baptist Church of Mount Vernon,,,,9125832472,,,,,,32.1775553,-82.594697,"120 S Railroad Ave, Mt Vernon, GA 30445, USA",Mount Vernon,,30445,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,826,First Baptist Church of Naples,,,,2395976057,,,,,,26.2313284,-81.7574103,"3000 Orange Blossom Dr, Naples, FL 34109, USA",Naples,,34109,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1218,First Christian Church / New Day Christian Church - Special Needs,,,,badphone,,,,,,27.0188004,-82.117427,"20212 Peachland Blvd, Port Charlotte, FL 33954, USA",Port Charlotte,,33954,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1247,First Church of the Nazarene,,,,3347926974,,,,,,31.2248351,-85.3965501,"300 W Main St, Dothan, AL 36301, USA",Dothan,,36301,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1209,First Independent United Methodist Church,,,,7064854000,,,,,,33.342593,-83.405765,"107 Imperial Ave, Eatonton, GA 31024, USA",Eatonton,,31024,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,761,First Methodist Baxley,,,,9123672446,,,,,,31.7755019,-82.3496208,"217 S Main St, Baxley, GA 31513, USA",Baxley,,31513,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,904,First Presbyterian Church,,,,7278491898,,,,,,28.2797173,-82.6893304,"7540 Ridge Rd, Port Richey, FL 34668, USA",Port Richey,,34668,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1234,First Presbyterian Church,,,,3347936283,,,,,,31.229725,-85.436284,"3012 W Main St, Dothan, AL 36305, USA",Dothan,,36305,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1066,First Presbyterian Church of Donalsonville,,,,2205245138,,,,,,31.0403325,-84.8796245,"300 S Tennille Ave, Donalsonville, GA 39845, USA",Donalsonville,,39845,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,936,First United Methodist Church,,,,badphone,,,,,,30.8326487,-83.2799787,"109 W Valley St, Valdosta, GA 31601, USA",Valdosta,,31601,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1246,First United Methodist Church,,,,3347933555,,,,,,31.2276536,-85.4104857,"1380 W Main St, Dothan, AL 36301, USA",Dothan,,36301,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,480,Fivay High School,,,,7278472411,,,,,,28.3339074,-82.660135,"12115 Chicago Ave, Hudson, FL, United States",Hudson,Florida,34667,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1199,Florence Marina State Park,,,,badphone,,,,,,,,,,,31821,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,257,Floresta Elementary School,,,,7724604357,,,,,,27.294823,-80.3252901,"1501 Southeast Floresta Drive, Port St. Lucie, FL, United States",Port St. Lucie,Florida,34983,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,234,Florida Gulf Coast University Alico Arena,,,,2395907145,,,,,,26.4710622,-81.7668546,"10501 FGCU Blvd S Fort Myers, FL 33965",Fort Myers,,33965,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1232,Florida High School,,,,8502453716,,,,,,30.384023,-84.222536,"3000 School House Rd, Tallahassee, FL 32311, USA",Tallahassee,,32311,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,477,Florida High School (special needs shelter),,,,8506063700,,,,,,30.38431,-84.222579,3000 School House Rd,Tallahassee,Florida (FL),32311,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,441,Florida International University (Special-Needs Only),,,,8009555504,,,,,,25.7568331,-80.3648186,"11290 SW 13th Street, University Park, RC 101",Miami,Florida,33199,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1236,Florida department of health-glades special needs,,,,8639460707,,,,,,,,,,,,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1129,Forest Capital State Museum,,,,8505843227,,,,,,30.0803509,-83.5695077,"204 Forest Park Dr, Perry, FL 32348, USA",Perry,,32348,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,689,Forest High School,,,,badphone,,,,,,29.141741,-82.067566,"5000 SE Maricamp Rd, Ocala, FL 34480, USA",Ocala,Florida,34480,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,204,Forest Hill High School,,,,5615402400,,,,,,26.654427,-80.0663563,6901 Parker Ave,West Palm Beach,,33405,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,891,Forest Hills Elementary School,,,,badphone,,,,,,-82.464129,28.042073,10000-10148 North Ola Avenue,Tampa,,,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,198,Forest Lake Elementary School,,,,3865754166,,,,,,28.8736824,-81.2288577,1600 Doyle Rd,Deltona,,32725,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,569,Forrest Ridge Elementry School,,,,3525271808,,,,,,28.9048563,-82.4444112,"2927 North Forest Ridge Boulevard, Hernando, FL, United States",Hernando,Florida,34442,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,972,Fort Braden Elementary School,,,,badphone,,,,,,30.438795,-84.514155,"15100 Blountstown Hwy, Tallahassee, FL 32310, USA",Tallahassee,,32310,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,687,Fort McCoy School ,,,,3527328181,,,,,,29.384868,-81.97075,"16160 NE Hwy 315, Fort McCoy, FL 32134, USA",Fort McCoy,Florida,32134,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1086,Fort Mountain State Park,,,,7064221932,,,,,,34.7542548,-84.7087159,"Fort Mountain State Park Rd, Chatsworth, GA 30705, USA",Chatsworth,,30705,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,255,Fort Pierce Central High School,,,,7724604357,,,,,,27.391096,-80.350657,"4101 S 25th St, Fort Pierce, FL 34981",Fort Pierce,,34981,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,989,Fort Valley Festival Park (Camping Only),,,,8286582779,,,,,,32.5502855,-83.883689,"310 Martin Luther King Jr Dr, Fort Valley, GA 31030, USA",Fort Valley,,31030,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,951,Fort White Community Center,,,,badphone,,,,,,29.9338545,-82.7131734,"17579 FL-47, Fort White, FL 32038, USA",Fort White,,32038,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,614,Fort White High School,,,,3864975952,,,,,,29.9306791,-82.7115083,"17828 FL-47, Fort White, FL 32038, USA",Fort White,,32038,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1073,Fort Yargo State,,,,7708673489,,,,,,33.9848343,-83.7336346,"210 S Broad St, Winder, GA 30680, USA",Winder,,30680,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,907,Fox Chapel Middle School,,,,3527544083,,,,,,28.51067,-82.564809,"9412 Fox Chapel Ln, Spring Hill, FL 34606, USA",Spring Hill,,34606,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,6,Fox Trail Elementary School,,,,7543235800,,,,,,26.103028,-80.281734,1250 Nob Hill Rd,Davie,FL,33324,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,505,Frank Johnson Community Center-Unionville,,,,4787519274,,,,,,32.8265687,-83.6635041,"2227 Mercer University Drive, Macon, GA, United States",Macon,Georgia,31204,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1172,Fred Wild Elementary,,,,8634715400,,,,,,27.4811886,-81.4323771,"3550 Youth Care Ln, Sebring, FL 33870, USA",Sebring,,33870,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,416,Freedom Church,,,,4784527694,,,,,,33.0693769,-83.2154859,"500 Underwood Rd, Milledgeville, GA 31061",Milledgeville,,31061,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,166,Freedom Elementary School,,,,3869434375,,,,,,28.9942504,-81.2715582,1395 S Blue Lake,DeLand,,32724,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,38,Freedom Elementary School,,,,9417084990,,,,,,27.4903066,-82.4482552,9515 E State Road 64,Bradenton,,34212,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1156,Freedom High School,,,,4078165600,,,,,,28.4160529,-81.4128387,"2500 W Taft Vineland Rd, Orlando, FL 32837, USA",Orlando,,32837,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,633,Freeport High School,,,,8508928392,,,,,,30.5440934,-86.1158044,"12615 U.S. 331 Bus, Freeport, FL 32439, USA",Freeport,,32439,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,18,Freshman Center Auditorium,,,,8634625288,,,,,,27.2372886,-80.8337975,610 S.W. 2nd Ave.,Okeechobee,,34974,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,954,Friendship Baptist Church,,,,badphone,,,,,,31.5780342,-84.1563002,"400 Pine Ave, Albany, GA 31701, USA",Albany,,31701,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,173,Friendship Elementary School,,,,3865754130,,,,,,28.934236,-81.188477,2746 Fulford St,Deltona,,32738,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,23,Ft. Drum Community Church,,,,8634671733,,,,,,27.542484,-80.8166827,32415 US-441,Okeechobee,,34972,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,580,Ft. White High School,,,,3864975952,,,,,,29.931209,-82.711605,17828 FL-47,Fort White,Florida,32038,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,450,G Holmes Braddock Senior High,,,,3054685900,,,,,,25.7326198,-80.4297906,"3601 Southwest 147th Avenue, Miami, FL, United States",Miami,Florida,33185,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,71,G.D. Rogers Garden Elementary School,,,,9412097540,,,,,,27.486949,-82.5695459,515 3t Ave West,Bradenton,,34205,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,987,GS Wills Park Community Center,,,,6782976388,,,,,,34.0712727,-84.3008907,"175 Roswell St, Alpharetta, GA 30009, USA",Alpharetta,,30009,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,628,Gainesville Senior Center,,,,badphone,,,,,,29.7076443,-82.3548409,"5701 NW 34th Blvd, Gainesville, FL 32653, USA",Gainesville,,32653,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,190,Galaxy Middle School,,,,3865754144,,,,,,28.9314549,-81.2322333,2400 Eustace Ave,Deltona,,32725,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,766,Garrett Coliseum,,,,3343566866,,,,,,32.4030357,-86.2711913,"1555 Federal Dr, Montgomery, AL 36107, USA",Montgomery,,36107,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,822,Gaston County Resource Center,,,,badphone,,,,,,35.3148476,-81.197251,"1303 Dallas Cherryville Hwy, Dallas, NC 28034, USA",Dallas,,28034,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,77,Gene Witt Elementary School,,,,9417413628,,,,,,27.4980136,-82.3858241,200 Rye Rd E,Bradenton,,34212,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1171,Genesis Center,,,,badphone,,,,,,27.2987431,-81.36438,"118 N Oak Ave, Lake Placid, FL 33852, USA",Lake Placid,,33852,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,157,Geneva Elementary,,,,4076655102,,,,,,28.739505,-81.1167397,275 1st St,Geneva,,32732,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,854,George Jenkins High School,,,,badphone,,,,,,27.9575909,-81.920266,"6000 Lakeland Highlands Rd, Lakeland, FL 33813, USA",Lakeland,,33813,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1198,George L. Smith State Park,,,,badphone,,,,,,32.5446352,-82.1277148,"371 George L Smith State Park Rd, Twin City, GA 30471, USA",Twin City,,30471,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,451,Georgia Jones Middle School ,,,,3054685900,,,,,,25.8176448,-80.2185119,1331 NW 46th St,Miami,Florida,33142,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1056,Georgia National Fairgrounds &  Agricenter,,,,4789886522,,,,,,32.436864,-83.746526,"401 Golden Isles Pkwy, Perry, GA 31069, USA",Perry,,31069,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,236,Germain Arena,,,,2399487825,,,,,,26.440479,-81.7810356,"11000 Everblades Parkway, Estero, FL 33928",Estero,,33928,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,321,Gibbs High School,,,,7278935452,,,,,,27.7605371,-82.6797795,850 34 St. S.,Saint Petersburg,,33711,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,107,Gifford Middle School,,,,7725643550,,,,,,27.6759764,-80.4157145,4530 28th Ct,Vero Beach,,32967,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,56,Gilbert W McNeal Elementary School,,,,9417518165,,,,,,27.4273323,-82.3960924,6325 Lorraine Rd,Bradenton,,34202,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,94,Glenallen Elementary School,,,,9414269517,,,,,,27.0757334,-82.2375452,"7050 Glenallen Blvd, North Port, FL 34287",North Port,,34287,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,109,Glendale Elementary School,,,,7729788050,,,,,,27.617975,-80.4394478,4940 8th St,Vero Beach,,32968,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,999,Glenn Hills High School ,,,,7067964924,,,,,,33.4277387,-82.0683537,"2840 Glenn Hills Dr, Augusta, GA 30906, USA",Augusta,,30906,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,916,Glenn Hills Middle School,,,,badphone,,,,,,33.4301446,-82.0745809,"2941 Glenn Hills Dr, Augusta, GA 30906, USA",Augusta,,30906,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,318,Golden Gate Elementary Intermediate,,,,2393776700,,,,,,26.1839933,-81.7240089,"5055 20th Pl SW, Naples, FL 34116",Naples,,34116,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,291,Golden Gate High School,,,,2393771600,,,,,,26.166801,-81.699842,"2925 Titan Way, Naples, FL 34116, United States",Naples,Florida,34116,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,349,Golden Gate Middle School,,,,2393773800,,,,,,26.1779019,-81.7073598,"2701 48th Terrace SW, Naples, FL 34116",Naples,,34116,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1200,Gordonia-Alatamaha State Park,,,,badphone,,,,,,32.0851611,-82.1290534,"Park Ln, Reidsville, GA 30453, USA",Reidsville,,30453,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
